"","genes","PPEE","PPDE","PostFC","RealFC","Direction","BlsAL1.genes.results","BlsAL2.genes.results","BlsAL3.genes.results","BlsAD1.genes.results","BlsAD2.genes.results","BlsAD3.genes.results"
"44","gene-ACX60_RS00220_ACX60_RS00220",0.987789253685311,0.0122107463146888,0.963902408099075,0.963728608384073,"D Over L",125.192980580812,102.522775952884,97.7540117025205,87.4665390328575,120.597974592288,105.598925046482
"45","gene-ACX60_RS00225_ACX60_RS00225",0.211196893255279,0.788803106744721,0.560069987465296,0.559981498978741,"D Over L",3313.49086327658,2714.80310723236,1763.12690198001,2246.36285960577,900.779285083176,1215.89619410663
"46","gene-ACX60_RS00230_ACX60_RS00230",0.963787949027894,0.0362120509721059,0.942720045630746,0.942587878692729,"D Over L",293.86615801005,204.020324146238,181.289258066493,204.088591076667,232.437437063348,203.6550697325
"47","gene-ACX60_RS00235_ACX60_RS00235",0.495934489790796,0.504065510209204,1.66159331620424,1.67742019845709,"D Over L",23.9890741232693,11.2775053548172,30.2148763444154,37.4856595855103,44.4662923077708,27.908287333713
"48","gene-ACX60_RS00240_ACX60_RS00240",0.726354601183448,0.273645398816552,1.21415801815323,1.21498674625752,"D Over L",105.701857855656,125.077786662518,174.179875397218,147.165922817189,187.971144755577,156.88983149763
"49","gene-ACX60_RS00245_mutY",0.982435707911344,0.0175642920886555,1.20321167705739,1.20411943068197,"D Over L",111.699126386473,100.472320433826,138.632962050847,138.835776242631,132.72514522168,150.855607209259
"50","gene-ACX60_RS00250_ACX60_RS00250",0.905005045187636,0.094994954812364,1.18332955610928,1.18338844628711,"D Over L",1141.72999655435,1629.08690989132,2107.93196143981,1914.54535438588,1892.51234988679,1966.4028399727
"51","gene-ACX60_RS00255_ACX60_RS00255",0.985449929114699,0.0145500708853013,0.921340172589412,0.921321564058996,"D Over L",1745.9548010342,2260.62720976108,2618.03016796023,2730.89971869255,1443.80703659929,1928.68893817038
"52","gene-ACX60_RS00260_ACX60_RS00260",0.0416560140495469,0.958343985950453,0.41627414294196,0.416076526698602,"D Over L",1465.58249721849,2134.52419533904,1029.08314137744,1170.38559372538,240.522217482942,515.171898619621
"53","gene-ACX60_RS00265_ACX60_RS00265",0.999999998153776,1.84622431480481e-09,1.53082931036714,1.53347854260665,"D Over L",101.203906457543,109.699370269585,103.086048704476,149.942638342041,160.348144988628,171.22111418251
"54","gene-ACX60_RS00270_ACX60_RS00270",0.0621401936428465,0.937859806357153,0.546200088514892,0.545728952720284,"D Over L",440.049578448722,676.650321289031,392.793392477401,366.526449280546,219.636534732323,237.597581354584
"55","gene-ACX60_RS00275_ACX60_RS00275",0.984141684529906,0.0158583154700937,0.995432317597035,0.995428449292121,"D Over L",518.7637279157,677.67554904856,654.063205573228,603.935626655444,640.71884825288,597.388204548668
"56","gene-ACX60_RS00280_ACX60_RS00280",0.965786094991378,0.0342139050086216,1.13125570818051,1.13165708721769,"D Over L",153.680006102194,245.029434527392,113.750122708387,201.311875551815,202.119510489867,176.501060434834
"57","gene-ACX60_RS00285_ACX60_RS00285",0.96930201256753,0.0306979874324704,1.02357301377988,1.02366438248272,"D Over L",94.4569793603731,171.213035841316,138.632962050847,148.554280579615,134.072608624945,131.244378272056
"58","gene-ACX60_RS00290_ACX60_RS00290",0.985900034960029,0.0140999650399709,1.05358562681649,1.05359821859315,"D Over L",2302.95111583386,1917.17591031892,2449.18232956497,2437.9562308206,2172.11100606444,2416.70682749234
"59","gene-ACX60_RS00295_ACX60_RS00295",0.934312429558615,0.0656875704413854,0.90374392679584,0.90371297069584,"D Over L",1709.22153128294,1615.75894901744,1548.06807623446,1414.73655991241,1622.345937532,1366.75180131589
"60","gene-ACX60_RS00300_dapA",0.98821848590264,0.0117815140973602,0.944642753634275,0.944631140237806,"D Over L",3261.01476363193,2138.62510637715,2070.60770242612,1839.57403521486,2986.65263333861,2230.4001525889
"61","gene-ACX60_RS00305_pncA",0.976219014037601,0.0237809859623993,1.05561884653608,1.05574585633726,"D Over L",258.632205391498,194.793274310479,232.832282418731,206.86530660152,269.492680653157,248.157473859232
"62","gene-ACX60_RS00310_ACX60_RS00310",0.860794486287891,0.139205513712109,1.18142925404993,1.18184318777618,"D Over L",210.654057144959,232.726701413046,243.496356422642,299.885276684083,241.869680886208,270.031536904575
"63","gene-ACX60_RS00315_ACX60_RS00315",0.951253739169364,0.0487462608306365,0.951484480824252,0.951094895367228,"D Over L",97.4556136257817,46.1352491787976,51.5430243522381,47.2041639224945,72.7630237763523,65.6221891360279
"64","gene-ACX60_RS00320_ACX60_RS00320",0.953649420506617,0.0463505794933825,1.02577042458055,1.0260092686164,"D Over L",83.9617594314427,31.7820605453939,53.3203700195566,47.2041639224945,60.6358531469602,65.6221891360279
"65","gene-ACX60_RS00325_hppD",0.19108553900006,0.80891446099994,2.46996691563042,2.47011087177787,"D Over L",1464.83283865213,608.985289160128,13929.0579947755,10698.6849172571,16401.9982762527,12428.2391999348
"66","gene-ACX60_RS00330_ACX60_RS00330",0.530304023954002,0.469695976045998,1.38063270847865,1.38121531586257,"D Over L",242.13971693175,264.50876195844,517.207589189699,398.458677816351,545.048946621009,470.66949449289
"67","gene-ACX60_RS00335_ACX60_RS00335",0.383559752583213,0.616440247416787,2.13584071176266,2.13611504029156,"D Over L",628.213878603116,318.845833213468,5541.76379069925,4259.48161512392,5272.62429697901,4328.8016488697
"68","gene-ACX60_RS00340_maiA",0.406356894466479,0.593643105533521,2.14057894471616,2.14098612513429,"D Over L",432.5529927852,160.960758246027,3796.41034539243,2812.8128266757,3731.79989534459,2854.18808839919
