"","genes","PPEE","PPDE","PostFC","RealFC","Direction","BlsAL1.genes.results","BlsAL2.genes.results","BlsAL3.genes.results","BlsAD1.genes.results","BlsAD2.genes.results","BlsAD3.genes.results"
"1065","gene-ACX60_RS05405_ACX60_RS05405",0.936083792050592,0.0639162079494082,1.44092220880408,1.45761902531118,"D Over L",22.489756990565,8.20182207623068,10.6640740039113,15.2719353866894,20.8856827506196,24.1368971534815
"1066","gene-ACX60_RS05410_surE",0.156907293602141,0.843092706397859,1.55863590666342,1.56107770926102,"D Over L",117.69639491729,93.295726117124,147.51969038744,138.835776242631,233.784900466613,187.060952939482
"1067","gene-ACX60_RS05415_ACX60_RS05415",0.783556656131281,0.216443343868719,0.850127502732398,0.850062428770428,"D Over L",1307.40453971818,1036.50526488365,1265.47011513081,1164.83216267567,931.097211656656,972.264388463678
"1068","gene-ACX60_RS05420_ACX60_RS05420",0.949472191592474,0.0505278084075261,1.17448288445388,1.17452154922425,"D Over L",1514.31030403138,2349.82202484009,3208.10892950999,2783.65731366475,2756.91012308179,2765.93755818177
"1069","gene-ACX60_RS05425_ACX60_RS05425",0.935380820652654,0.0646191793473458,1.39570624568487,1.39577219876926,"D Over L",1525.55518252666,3016.22006853383,4861.04040011625,5357.67260520313,3699.46077366621,4067.06717036164
"1070","gene-ACX60_RS05430_ACX60_RS05430",0.451643188783002,0.548356811216998,0.74308111465969,0.742987192813295,"D Over L",1223.44278028674,1449.67205197377,1613.82986592525,1264.79392157037,889.99957785705,1030.34379723924
"1071","gene-ACX60_RS05435_gloA",0.98188913263289,0.0181108673671097,1.00238270393781,1.00238395123833,"D Over L",989.549307584861,1016.00070969308,988.204191029116,1292.56107681889,669.689311423094,1038.64085563575
"1072","gene-ACX60_RS05440_ACX60_RS05440",0.975600521728942,0.0243994782710576,0.899100132653684,0.89891992565567,"D Over L",232.394155569172,286.038544908545,359.023824798348,254.069470524015,240.522217482942,294.168434058056
"1073","gene-ACX60_RS05445_rpmE",0.963795652007858,0.0362043479921424,1.14315983239089,1.14327512768506,"D Over L",640.208415664751,582.329367412379,723.379686598652,469.264923700092,1038.89428391792,716.564134243983
"1074","gene-ACX60_RS05450_ACX60_RS05450",0.611202909222051,0.388797090777949,1.2039842695754,1.20463397008586,"D Over L",137.937176208799,149.68325289121,204.394751741634,177.709793590568,219.636534732323,195.358011335991
"1075","gene-ACX60_RS05455_ACX60_RS05455",0.953229470253825,0.0467705297461749,1.0821702764763,1.08229663247999,"D Over L",240.640399799046,380.359498785198,398.125429479356,356.807944943561,389.416923543811,356.773511049899
"1076","gene-ACX60_RS05460_epmB",0.838182031529624,0.161817968470376,1.15819963578685,1.15852810118488,"D Over L",224.147911339298,267.584445237026,263.047158763146,238.797535137325,336.192119114813,299.44838031038
"1077","gene-ACX60_RS05465_efp",NA,NA,1.39163912707961,1.39169292382752,"D Over L",3723.55409907121,3391.45342852139,4294.06713224163,4832.87337100598,5626.33344033628,5418.7334109566
"1078","gene-ACX60_RS05470_ACX60_RS05470",0.94672106448726,0.0532789355127404,0.876346092705743,0.876338601356437,"D Over L",8050.58334405592,9720.18438809289,8097.58686030333,7297.20839931268,7987.08932285793,7385.1362509293
"1079","gene-ACX60_RS05475_ACX60_RS05475",NA,NA,0.765907376409735,0.765708699415159,"D Over L",635.710464266638,670.498954731858,540.313082864841,455.381346075829,499.908922611606,458.601045916149
"1081","gene-ACX60_RS05490_ACX60_RS05490",0.922338870096749,0.0776611299032513,1.20744666286529,1.20955405537888,"D Over L",35.2339526185519,46.1352491787976,72.8711723600607,74.9713191710207,44.4662923077708,67.1307452081205
"1082","gene-ACX60_RS05495_ACX60_RS05495",0.980702983942539,0.0192970160574611,1.11020740409057,1.1110022757167,"D Over L",58.473368175469,91.2452705980664,67.5391353581051,80.5247502207259,74.1104871796181,86.7419741453242
"1083","gene-ACX60_RS05500_ACX60_RS05500",1,1.30944317303418e-17,1.06376291192559,1.06566994977845,"D Over L",19.4911227251563,13.3279608738749,19.5508023405041,19.4370086739683,17.5170242424552,18.8569509011574
"1084","gene-ACX60_RS05505_ACX60_RS05505",0.964372366799184,0.0356276332008163,1.10250779996394,1.10398568814063,"D Over L",49.477465379243,30.7568327858651,28.4375306770969,33.3205862982314,51.2036093240998,35.451067694176
"1085","gene-ACX60_RS05510_ACX60_RS05510",0.979213960686563,0.0207860393134373,0.973944790855119,0.9732863108634,"D Over L",27.7373669550302,23.5802384691632,10.6640740039113,18.048650911542,24.928072960417,17.3483948290648
"1086","gene-ACX60_RS05515_ACX60_RS05515",0.00370665638702827,0.996293343612972,0.203432071650353,0.201990196096978,"D Over L",456.54206690847,263.483534198911,145.742344720121,77.7480346958733,45.8137557110366,51.2909064511482
"1087","gene-ACX60_RS05520_ACX60_RS05520",0.860729013653729,0.139270986346271,0.826929561437578,0.826333408119014,"D Over L",167.173860296533,145.582341853095,142.187653385484,131.893987430499,135.420072028211,108.616037190667
"1088","gene-ACX60_RS05525_ACX60_RS05525",0.904920048119236,0.0950799518807641,0.77390805594508,0.772779748146097,"D Over L",164.175226031125,84.0686762813645,65.7617896907865,77.7480346958733,97.0173650351364,67.8850232441668
"1089","gene-ACX60_RS05530_ACX60_RS05530",0.888689690862814,0.111310309137186,0.775518847040482,0.773767127312394,"D Over L",98.2052721921339,56.387526774086,46.2109873502824,43.0390906352156,57.2671946387958,55.0622966313797
"1090","gene-ACX60_RS05535_ACX60_RS05535",1,1.01951334380279e-17,1.01095350835047,1.01115409186771,"D Over L",32.2353183531432,26.6559217477497,26.6601850097783,27.7671552485262,32.3391216783788,26.3997312616204
"1091","gene-ACX60_RS05540_ACX60_RS05540",1,1.79057150914277e-17,0.972611514621354,0.971432753604307,"D Over L",16.4924884597477,9.22704983575952,10.6640740039113,12.4952198618368,10.7797072261263,12.0684485767408
"1092","gene-ACX60_RS05545_ACX60_RS05545",0.88757029959434,0.11242970040566,0.792553683926273,0.788675792644022,"D Over L",44.2298554147779,23.5802384691632,15.996111005867,20.8253664363946,18.864487645721,26.3997312616204
"1093","gene-ACX60_RS05550_ACX60_RS05550",1,6.19361996438903e-18,0.924428038644433,0.924042166517802,"D Over L",95.2066379267252,101.497548193355,110.19543137375,84.6898235080048,90.2800480188075,108.616037190667
"1094","gene-ACX60_RS05555_ACX60_RS05555",0.863921274634101,0.136078725365899,0.755924479121711,0.755096914718141,"D Over L",124.44332201446,140.45620305545,197.28536907236,145.777565054762,98.3648284384022,104.844647010435
"1095","gene-ACX60_RS05560_ACX60_RS05560",0.963691016434036,0.0363089835659639,1.18725867420158,1.20165303363314,"D Over L",3.74829283176084,11.2775053548172,5.33203700195566,5.55343104970524,12.127170629392,6.78850232441668
"1096","gene-ACX60_RS05565_ACX60_RS05565",0.850929771915652,0.149070228084348,0.72942679304143,0.729008277216151,"D Over L",242.889375498102,398.813598456717,371.465244469578,309.603781021067,203.466973893133,225.529132777843
"1097","gene-ACX60_RS05570_ACX60_RS05570",0.999999999999999,8.39220792860449e-16,0.357662623812323,0.297611559295996,"D Over L",4.497951398113,5.12613879764418,7.10938266927422,2.77671552485262,0.673731701632892,1.5085560720926
"1098","gene-ACX60_RS05575_ACX60_RS05575",0.407662372569759,0.592337627430241,0.696266529188097,0.695672417637761,"D Over L",294.615816576402,300.391733541949,206.172097408952,270.72976367313,119.924242890655,166.695445966232
"1099","gene-ACX60_RS05580_ACX60_RS05580",1,2.96177961880999e-17,0.856141377171746,0.854907654607028,"D Over L",68.2189295380472,52.2866157359706,62.2070983561494,55.5343104970524,53.8985361306313,46.7652382348704
"1100","gene-ACX60_RS05585_ACX60_RS05585",1,8.37168964693489e-18,0.999891753575168,0.999890562614656,"D Over L",58.473368175469,43.0595659002111,40.8789503483268,44.4274483976419,51.2036093240998,46.7652382348704
"1101","gene-ACX60_RS05590_bauF",0.95603014318331,0.0439698568166897,0.963194831649709,0.962768772010941,"D Over L",43.4801968484257,22.5550107096344,69.3164810254236,48.5925216849208,35.7077801865433,46.0109601988241
"1102","gene-ACX60_RS05595_basA",0.904778023323529,0.0952219766764713,1.1548518458157,1.15595600705971,"D Over L",47.9781482465387,42.0343381406823,129.746233714254,81.9131079831522,99.712291841668,72.4106914604446
"1103","gene-ACX60_RS05600_basB",0.846406247912674,0.153593752087326,1.42829118827717,1.43042002275008,"D Over L",44.97951398113,41.0091103811534,229.277591084094,186.039940165125,124.640364802085,140.295714704611
"1104","gene-ACX60_RS05605_bauD",0.921674733182605,0.0783252668173953,1.17891066211649,1.18853755352888,"D Over L",8.24624422987384,3.07568327858651,17.7734566731855,6.94178881213154,14.8220974359236,12.8227266127871
"1105","gene-ACX60_RS05610_bauC",1,2.15449529321864e-16,1.51152475569405,1.53378121837233,"D Over L",11.2448784952825,12.302733114346,12.4414196712299,13.8835776242631,20.2119510489867,21.1197850092963
"1106","gene-ACX60_RS05615_bauE",0.227950339690485,0.772049660309515,1.756754796536,1.775096555817,"D Over L",11.9945370616347,8.20182207623068,44.4336416829639,36.097301823084,42.4450972028722,36.2053457302223
"1107","gene-ACX60_RS05620_bauB",0.246236670742506,0.753763329257494,1.57983647769545,1.58310459605881,"D Over L",62.2216610072299,52.2866157359706,163.515801393307,126.340556380794,163.716803496793,150.101329173213
"1108","gene-ACX60_RS05625_ACX60_RS05625",0.554808648348186,0.445191351651814,1.44825244349209,1.44907292008125,"D Over L",200.158837216029,181.465313436604,474.551293174054,440.10941068914,420.408581818924,380.156130167334
"1109","gene-ACX60_RS05630_basC",0.74666376016393,0.25333623983607,1.36917367479201,1.371980459319,"D Over L",43.4801968484257,39.9838826216246,122.63685104498,102.738474419547,90.2800480188075,89.7590862895094
"1110","gene-ACX60_RS05635_basD",0.959776535940286,0.0402234640597138,0.972164028006294,0.972053327316819,"D Over L",100.45424789119,89.1948150790087,204.394751741634,126.340556380794,117.903047785756,138.787158632519
"1111","gene-ACX60_RS05640_basE",0.886899393080256,0.113100606919744,1.16049880835226,1.16193077272476,"D Over L",39.7319040166649,32.8072883049227,103.086048704476,38.8740173479367,88.2588529139088,76.9363596767223
"1112","gene-ACX60_RS05645_basF",0.742739988042774,0.257260011957226,1.43153323320358,1.43708049955654,"D Over L",21.7400984242128,11.2775053548172,88.8672833659277,45.8158061600682,59.9621214453274,69.3935793162594
"1113","gene-ACX60_RS05650_basG",0.295994117850381,0.704005882149619,1.64328890249533,1.65130792228505,"D Over L",28.4870255213823,22.5550107096344,74.6485180273793,47.2041639224945,78.1528773894154,82.2163059290464
"1114","gene-ACX60_RS05660_barA",0.702718296578711,0.297281703421289,1.3256250401931,1.32737927364865,"D Over L",61.4720024408777,67.6650321289031,161.738455725988,113.845336518957,132.72514522168,139.541436668565
"1115","gene-ACX60_RS05665_barB",NA,NA,1.66442441789168,1.66772468633666,"D Over L",60.7223438745255,91.2452705980664,163.515801393307,170.768004778436,181.907559440881,173.483948290648
"1116","gene-ACX60_RS05670_basH",1,1.28979598578391e-17,0.835766333504391,0.834017710451812,"D Over L",47.2284896801865,43.0595659002111,56.8750613541937,31.9322285358051,41.7713655012393,49.0280723430093
"1117","gene-ACX60_RS05675_basI",0.984953322589629,0.0150466774103708,0.892264015479328,0.889704659956258,"D Over L",29.9863426540867,16.4036441524614,19.5508023405041,13.8835776242631,22.9068778555183,21.8740630453426
"1118","gene-ACX60_RS05680_basJ",0.943061019145754,0.0569389808542461,0.854174939840823,0.852704729875129,"D Over L",32.2353183531432,30.7568327858651,92.4219747005648,37.4856595855103,50.5298776224669,44.5024041267315
"1119","gene-ACX60_RS05685_ACX60_RS05685",0.911790542991606,0.0882094570083943,0.850790641609326,0.850772684877492,"D Over L",4136.61596913126,4095.7848993177,4789.9465734235,4344.17143863192,3136.22107110111,3598.66050997689
"1120","gene-ACX60_RS05690_hemE",0.982585763267,0.0174142367330004,1.00875011549135,1.00875492424101,"D Over L",1105.74638536945,738.163986860762,1007.75499336962,1142.61843847685,764.011749651699,970.001554355539
"1121","gene-ACX60_RS05695_ACX60_RS05695",1,1.03122544078462e-17,0.905585302882206,0.904453442008278,"D Over L",44.2298554147779,42.0343381406823,44.4336416829639,34.7089440606577,39.7501703963406,43.7481260906853
"1122","gene-ACX60_RS05700_ACX60_RS05700",0.360187351443063,0.639812648556937,0.675788641364266,0.675734545498424,"D Over L",3884.73069083693,3127.96989432248,2379.86584853954,1924.26385872286,2376.25171165921,2046.35631179361
"1123","gene-ACX60_RS05705_ACX60_RS05705",1,1.09420580672738e-17,1.0658178289743,1.06670761368997,"D Over L",33.7346354858475,43.0595659002111,39.1016046810082,40.262375110363,47.1612191143024,36.2053457302223
"1124","gene-ACX60_RS05710_ACX60_RS05710",0.973896490035264,0.0261035099647357,0.899787979738559,0.899707248590449,"D Over L",494.77465379243,622.313250034003,828.243080970446,851.063308367327,359.098996970331,540.063073809149
"1125","gene-ACX60_RS05715_folE",NA,NA,1.5698147398726,1.57115199962853,"D Over L",250.385961161624,184.54099671519,232.832282418731,288.778414584672,396.827972261773,363.562013374315
"1126","gene-ACX60_RS05720_xdhA",0.769834573082409,0.230165426917591,1.21816929154049,1.21865573191582,"D Over L",169.42283599559,268.609672996555,264.824504430465,262.399617098572,317.327631469092,276.820039228991
"1127","gene-ACX60_RS05725_xdhB",0.977993458275687,0.022006541724313,1.00022880939226,1.00022902979097,"D Over L",362.085087548097,696.129648720079,568.750613541937,576.168471406918,545.048946621009,506.120562187066
"1128","gene-ACX60_RS05730_xdhC",1,5.02870473337464e-18,1.00731997446447,1.00735225660071,"D Over L",128.191614846221,124.052558902989,103.086048704476,112.456978756531,123.292901398819,122.1930418395
"1129","gene-ACX60_RS05735_ACX60_RS05735",0.400093526140452,0.599906473859548,1.34988835941613,1.35100084433839,"D Over L",125.192980580812,191.717591031892,175.957221064537,181.874866877846,260.734168531929,223.266298669704
"1130","gene-ACX60_RS05740_trpC",0.924925546706031,0.075074453293969,1.09676066933631,1.09688863176698,"D Over L",356.087819017279,372.157676708967,456.777836500868,441.497768451566,410.302606294431,448.041153411501
"1131","gene-ACX60_RS05745_trpD",0.974087084456884,0.0259129155431165,1.11736306625787,1.11751270345089,"D Over L",528.509289278278,309.618783377708,391.016046810082,437.332695164287,490.476678788745,445.778319303362
"1132","gene-ACX60_RS05750_ACX60_RS05750",0.999999999999985,1.45043338648452e-14,1.2908450476852,1.29232913721874,"D Over L",96.7059550594296,98.4218649147682,111.972777041069,120.787125331089,144.852315851072,131.244378272056
"1133","gene-ACX60_RS05755_ACX60_RS05755",0.872904079013579,0.127095920986421,0.541127563500476,0.541033943122793,"D Over L",1488.8219127754,3531.90963157684,2660.68646397588,2293.56702352826,643.413775059411,1218.91330625082
"1134","gene-ACX60_RS05760_ACX60_RS05760",0.861695516720715,0.138304483279286,0.747208660317239,0.74684797918724,"D Over L",509.018166553121,274.761039553728,314.590183115384,301.273634446509,226.373851748652,292.659877985963
"1135","gene-ACX60_RS05765_ACX60_RS05765",0.967847299754444,0.0321527002455561,0.850067186702214,0.85002577575001,"D Over L",1561.53879371156,1906.92363272363,2205.68597314233,1957.5844450211,1349.48459837068,1516.09885245306
"1136","gene-ACX60_RS05770_ACX60_RS05770",0.980090321810972,0.0199096781890277,0.993727542370348,0.993718986214576,"D Over L",377.07825887514,370.10722118991,401.680120813993,330.429147457462,457.463825408733,353.756398905714
"1137","gene-ACX60_RS05775_glnA",0.994451605195519,0.0055483948044808,0.988225451572239,0.988224959154731,"D Over L",7919.39309494429,15133.3869584051,14421.3827446228,17144.8300082025,8555.04514733446,11333.0274915956
"1138","gene-ACX60_RS05780_ACX60_RS05780",0.857297511094112,0.142702488905888,1.24477793210003,1.24604125236503,"D Over L",116.197077784586,86.1191318004222,101.308703037158,109.680263231678,131.377681818414,137.278602560426
"1139","gene-ACX60_RS05785_ubiA",0.972697185296021,0.0273028147039791,0.952152624239027,0.952057103523179,"D Over L",201.658154348733,282.962861629959,300.371417776836,297.10856115923,196.055925175171,254.191698147602
"1140","gene-ACX60_RS05790_ACX60_RS05790",0.984244521153119,0.0157554788468807,0.870701287076944,0.87066698538518,"D Over L",1182.96121770372,2550.76666570774,2173.69375113059,2206.1004844954,1481.53601189073,1455.75660956935
"1141","gene-ACX60_RS05795_ACX60_RS05795",0.98922351090773,0.0107764890922699,0.710772929180565,0.690065680687932,"D Over L",4.497951398113,10.2522775952884,7.10938266927422,1.38835776242631,5.38985361306313,8.29705839650927
"1142","gene-ACX60_RS05800_ACX60_RS05800",1,2.49103552445235e-17,0.962381104398402,0.959279389525136,"D Over L",8.24624422987384,7.17659431670185,3.55469133463711,4.16507328727893,8.75851212122759,5.27994625232408
"1143","gene-ACX60_RS05805_ACX60_RS05805",1,1.97349645376777e-16,1.54578554225032,3.9227479402798,"D Over L",0.329849769194954,0,0,0.930199700825627,0.451400240094037,0
"1144","gene-ACX60_RS05810_ACX60_RS05810",1,1.97349645376777e-16,1.54578554225032,3.9227479402798,"D Over L",0.329849769194954,0,0,0.930199700825627,0.451400240094037,0
"1145","gene-ACX60_RS05815_ACX60_RS05815",0.999999999999999,5.59941549760373e-16,0.443814415885687,0.0147667708730286,"D Over L",2.00158837216029,0,0,0,0,0
"1146","gene-ACX60_RS05820_ACX60_RS05820",0.958514483612806,0.0414855163871938,0.835776368257262,0.835770012553707,"D Over L",13765.2305953585,14641.2776338313,12087.7278834335,14708.2621351443,8356.96802705439,10778.6331351016
"1147","gene-ACX60_RS05825_ACX60_RS05825",0.976233995456795,0.0237660045432046,0.966509037152085,0.966466920008566,"D Over L",410.812894360988,353.703577037448,481.660675843328,490.090290136487,328.107338695218,386.190354455704
"1148","gene-ACX60_RS05830_ACX60_RS05830",0.922586802750274,0.0774131972497255,0.793344536407112,0.793264732031738,"D Over L",1125.98716666095,1398.41066399733,1533.84931089591,1400.85298228815,815.215358975799,1003.18978794158
"1149","gene-ACX60_RS05835_ACX60_RS05835",0.968204399251646,0.0317956007483541,1.06026230532154,1.06029001469882,"D Over L",976.805111956874,1228.22285591555,1203.26301677466,1139.841722952,1313.10308648251,1160.83389747525
"1150","gene-ACX60_RS05840_ACX60_RS05840",0.976476054075635,0.0235239459243647,1.19315341792549,1.19317317928198,"D Over L",3141.06939301558,4660.68539481809,7516.39482709017,6834.88526442472,5281.38280910024,6160.94299842616
"1151","gene-ACX60_RS05845_ACX60_RS05845",0.979032132919181,0.0209678670808189,0.929651792862319,0.929584275639664,"D Over L",401.067332998409,634.615983148349,597.188144219034,534.517738534129,493.84533729691,489.526445394047
"1152","gene-ACX60_RS05850_ACX60_RS05850",NA,NA,0.703003710993654,0.702154896422356,"D Over L",209.904398578607,185.566224474719,152.851727389396,120.787125331089,130.703950116781,133.507212380195
"1153","gene-ACX60_RS05855_metF",0.191127880577081,0.808872119422919,0.807886247929917,0.807770527533408,"D Over L",913.833792383292,969.865460514278,718.047649596696,665.023368202202,696.63857948841,739.946753361418
"1154","gene-ACX60_RS05860_ahcY",0.984585073441485,0.015414926558515,0.927732634221824,0.927721689222997,"D Over L",4455.22085983093,3214.0890261229,2678.45992064906,3069.65901272457,3372.02716667262,3158.16213692585
"1155","gene-ACX60_RS05865_ACX60_RS05865",0.980099514277244,0.0199004857227559,0.740215382935469,0.734920784547346,"D Over L",33.7346354858475,23.5802384691632,19.5508023405041,13.8835776242631,22.2331461538854,20.36550697325
"1156","gene-ACX60_RS05870_ACX60_RS05870",0.971397679581381,0.0286023204186187,0.926783378164304,0.926561665445005,"D Over L",162.67590889842,148.658025131681,206.172097408952,192.981728977257,133.398876923313,153.118441317398
"1157","gene-ACX60_RS05875_ACX60_RS05875",0.00123826146672656,0.998761738533273,0.528745405686515,0.528667421410479,"D Over L",3489.66062636934,3549.33850348883,2431.40887289178,2424.07265319634,1117.04716130733,1465.56222403796
"1158","gene-ACX60_RS05880_lipA",0.574076970432893,0.425923029567107,1.21432804547099,1.21437005589727,"D Over L",2311.94701863008,2932.15139225247,2751.33109300912,3534.75886313738,3109.27180303579,3065.38593849215
"1159","gene-ACX60_RS05885_sthA",0.967915851686701,0.0320841483132986,1.17091288995868,1.17094441619943,"D Over L",1841.16143896092,2993.6650578242,3661.33207467622,3636.1089797945,2985.30516993534,3327.12041700022
"1160","gene-ACX60_RS05895_ACX60_RS05895",0.999999999999998,1.52055377479818e-15,0.828208499288488,0.827689872511536,"D Over L",179.168397358168,183.515768955662,156.406418724033,147.165922817189,129.356486713515,153.118441317398
"1161","gene-ACX60_RS05900_ACX60_RS05900",0.987514627886961,0.0124853721130387,1.06665512383411,1.06759641888763,"D Over L",42.7305382820735,45.1100214192688,23.1054936751412,31.9322285358051,39.7501703963406,46.7652382348704
"1162","gene-ACX60_RS05905_ACX60_RS05905",0.435635361298018,0.564364638701982,1.47737170959097,1.4799105378275,"D Over L",80.2134665996819,68.690259888432,145.742344720121,99.9617588946942,179.212632634349,156.88983149763
"1163","gene-ACX60_RS05910_map",0.96420230738236,0.0357976926176399,0.892363489630957,0.892247094330784,"D Over L",604.224804479847,352.678349277919,492.32474984724,422.060759777598,411.650069697697,459.355323952195
"1164","gene-ACX60_RS05915_rpsB",0.729044576786833,0.270955423213167,1.81825474006904,1.81830717070956,"D Over L",8126.29885925749,8118.77862770885,8213.11432867904,8509.24472591085,19778.7415648368,16184.5438194454
"1165","gene-ACX60_RS05920_tsf",0.262678948082357,0.737321051917643,2.04423925854597,2.0443482782941,"D Over L",3712.30922057593,5346.56276594288,5952.33063984984,6211.51262909531,13618.8126168073,10857.8323288865
"1166","gene-ACX60_RS05925_ACX60_RS05925",0.964378570341667,0.0356214296583327,1.24837195989179,1.2556955584459,"D Over L",20.2407812915085,13.3279608738749,19.5508023405041,15.2719353866894,30.3179265734801,21.1197850092963
"1167","gene-ACX60_RS05930_ACX60_RS05930",0.964873834199324,0.0351261658006759,0.876303244525729,0.875912740244547,"D Over L",133.439224810686,202.995096386709,159.96111005867,144.389207292336,157.653218182097,132.752934344148
"1168","gene-ACX60_RS05935_ACX60_RS05935",0.871136030073324,0.128863969926676,0.652412336492238,0.647391679330584,"D Over L",25.4883912559737,49.2109324573841,33.7695676790525,18.048650911542,24.2543412587841,27.908287333713
"1169","gene-ACX60_RS05940_ACX60_RS05940",1,4.06720517202046e-17,0.944409211996514,0.933982706628096,"D Over L",4.497951398113,2.05045551905767,1.77734566731855,1.38835776242631,3.36865850816446,3.01711214418519
"1170","gene-ACX60_RS05945_ACX60_RS05945",0.638080538994758,0.361919461005242,0.709152925416638,0.708077009062969,"D Over L",147.682737571377,183.515768955662,92.4219747005648,87.4665390328575,109.144535664528,103.336090938343
"1171","gene-ACX60_RS05950_ACX60_RS05950",0.854731038278952,0.145268961721048,0.354068471621643,0.353986257312806,"D Over L",9369.98242083574,1585.00211623158,1357.89208983138,1754.88421170685,1142.64896596938,1461.03655582168
"1172","gene-ACX60_RS05955_mltB",0.950130249566244,0.0498697504337557,1.1170165425422,1.1171555081478,"D Over L",353.089184751871,397.788370697188,568.750613541937,552.566389445671,454.768898602202,466.898104312658
"1173","gene-ACX60_RS05960_rodA",0.900945254082788,0.0990547459172123,0.815144036929035,0.814784363230553,"D Over L",360.585770415392,217.348285020113,227.500245416775,216.583810938504,208.856827506196,230.809079030167
"1174","gene-ACX60_RS05965_ACX60_RS05965",0.975884967760631,0.024115032239369,0.968200033614087,0.96816639950506,"D Over L",581.735047489282,364.981082392265,534.981045862885,531.741023009276,398.175435665039,504.612006114973
"1175","gene-ACX60_RS05970_queF",1,7.14028603792047e-17,1.14013641058687,1.1404621940101,"D Over L",232.394155569172,207.096007424825,234.609628086049,261.011259336146,238.501022378044,269.277258868528
"1176","gene-ACX60_RS05975_ACX60_RS05975",0.996066007892412,0.00393399210758814,1.07194133495821,1.07220535335014,"D Over L",138.686834775151,123.02733114346,165.293147060626,154.10771162932,140.809925641274,162.924055786
"1177","gene-ACX60_RS05980_ACX60_RS05980",0.939533015390877,0.0604669846091227,1.21308104847355,1.21363763164448,"D Over L",227.896204171059,171.213035841316,200.840060406997,276.283194722836,214.24668111926,237.597581354584
"1178","gene-ACX60_RS05985_ACX60_RS05985",0.999999999999999,6.79800037842643e-16,1.42182327282577,23.4577233877631,"D Over L",0,0,0,0,0.673731701632892,0
"1179","gene-ACX60_RS05990_ACX60_RS05990",1,1.96628467216652e-17,0.913351006335434,0.91033915815409,"D Over L",18.7414641588042,17.4288719119902,8.88672833659277,11.1068620994105,14.8220974359236,15.0855607209259
"1180","gene-ACX60_RS05995_ACX60_RS05995",0.952238334780152,0.0477616652198484,0.963755262371823,0.963509083526165,"D Over L",110.199809253769,70.7407154074897,49.7656786849195,73.5829614085944,74.784218881251,73.9192475325372
"1181","gene-ACX60_RS06000_ACX60_RS06000",0.94236749013362,0.0576325098663798,1.19662655842266,1.19683632041561,"D Over L",446.796505545892,569.001406538504,453.223145166231,410.953897678187,762.664286248433,584.56547793588
"1182","gene-ACX60_RS06005_ACX60_RS06005",0.990050572879209,0.00994942712079062,0.957054948345995,0.957050608212999,"D Over L",6878.86700484749,3984.03507352905,4644.20422870338,5091.10791481727,4761.93566714128,4988.04065237416
"1183","gene-ACX60_RS06010_adeH",0.92804732018585,0.0719526798141498,0.79237192384301,0.791329197301058,"D Over L",185.165665888985,71.7659431670185,55.0977156868752,68.0295303588891,93.6487065269719,85.2334180732316
"1184","gene-ACX60_RS06015_adeG",0.915442305825839,0.084557694174161,0.7442381488654,0.743371069756036,"D Over L",263.130156789611,113.800281307701,85.3125920312906,109.680263231678,125.314096503718,108.616037190667
"1185","gene-ACX60_RS06020_adeF",0.942051050474904,0.0579489495250957,0.935621093332546,0.934818266271396,"D Over L",65.9699538389907,27.6811495072786,31.992222011734,31.9322285358051,41.7713655012393,43.7481260906853
"1186","gene-ACX60_RS06025_adeL",0.907987405522487,0.0920125944775127,0.890734994867232,0.890426515744852,"D Over L",191.162934419803,196.843729829536,167.070492727944,194.370086739683,141.483657342907,158.398387569722
"1187","gene-ACX60_RS06030_ACX60_RS06030",1,2.69283927528359e-17,1.16076212237551,1.16283521325409,"D Over L",33.7346354858475,45.1100214192688,42.6562960156453,44.4274483976419,47.8349508159353,49.0280723430093
"1188","gene-ACX60_RS06035_hisQ",0.990794758859164,0.00920524114083627,1.0308682873206,1.03182754003887,"D Over L",14.9931713270433,12.302733114346,23.1054936751412,11.1068620994105,17.5170242424552,23.3826191174352
"1189","gene-ACX60_RS06040_ACX60_RS06040",1,1.28923953993041e-17,0.91008709064905,0.907463451572889,"D Over L",16.4924884597477,12.302733114346,24.8828393424598,12.4952198618368,18.864487645721,17.3483948290648
"1190","gene-ACX60_RS06045_ACX60_RS06045",1,1.09501816983969e-17,1.08193001538681,1.08366581405425,"D Over L",28.4870255213823,27.6811495072786,17.7734566731855,26.3787974860999,23.5806095571512,30.1711214418519
"1191","gene-ACX60_RS06050_abeS",1,2.13121702858397e-17,1.09185070881488,1.09581625628326,"D Over L",8.99590279622601,11.2775053548172,15.996111005867,11.1068620994105,12.8009023310249,15.8398387569722
"1192","gene-ACX60_RS06055_ACX60_RS06055",0.00164509939214796,0.998354900607852,0.338116272576008,0.334152970247088,"D Over L",125.192980580812,70.7407154074897,65.7617896907865,38.8740173479367,22.9068778555183,25.6454532255741
"1193","gene-ACX60_RS06060_yegQ",0.544705759354872,0.455294240645128,0.478158352526872,0.478023082325012,"D Over L",3114.83134319325,1589.1030272697,1341.89597882551,1217.58975764787,786.918627507217,885.522414318353
"1194","gene-ACX60_RS06065_ACX60_RS06065",0.917786927182137,0.0822130728178631,1.24821266769622,1.24948126204642,"D Over L",125.942639147164,68.690259888432,111.972777041069,72.1946036461681,169.106657109856,141.804270776704
