"","genes","PPEE","PPDE","PostFC","RealFC","Direction","WTL1.genes.results","WTL2.genes.results","WTL3.genes.results","WTD1.genes.results","WTD2.genes.results","WTD3.genes.results"
"860","gene-ACX60_RS04355_ACX60_RS04355",0.000325395182339649,0.99967460481766,0.325347756568554,0.325298851951384,"D Over L",7495.05480558624,5613.20499260864,8593.4973629645,3075.04815191602,3300.30682461114,684.181472291284
"861","gene-ACX60_RS04360_fdhD",0.00954621257064114,0.990453787429359,0.525549959885536,0.524275563010164,"D Over L",195.681898479992,181.671576893024,208.284104919333,126.33918763686,137.758080085445,42.9239326722669
"896","gene-ACX60_RS04535_ACX60_RS04535",0,1,0.454139869512179,0.454069435466147,"D Over L",4061.12954979744,3733.20199402304,4397.33466385793,2015.46760654651,2031.04861664439,1489.33039120441
"901","gene-ACX60_RS04560_ACX60_RS04560",0,1,0.429429716933858,0.428996061753967,"D Over L",639.616951748032,655.953521486697,774.207258285522,332.534276893244,310.838744808184,244.536343708672
"906","gene-ACX60_RS04585_pal",2.46771786084343e-05,0.999975322821392,0.35711008805679,0.357001728617326,"D Over L",3103.16443485061,2388.53450275746,3841.57171073171,1038.12672105382,1248.06465718438,1045.78308692432
"907","gene-ACX60_RS04590_tolB",4.79848416671258e-05,0.999952015158333,0.508469949127975,0.508345382710426,"D Over L",1900.5969468038,2494.26140406406,1812.5797228102,1009.52162196623,1095.0001237561,1050.98598785429
"917","gene-ACX60_RS04640_ACX60_RS04640",0,1,0.461105416881552,0.460634573024561,"D Over L",611.140854581168,614.258405478462,575.06733358216,319.423606478098,322.612939687282,187.304433478983
"938","gene-ACX60_RS04755_ACX60_RS04755",0,1,2.85469196067134,2.86307342648285,"D Over L",132.158297107756,118.384347237667,97.5379223036878,330.150518635944,293.177452489538,373.308141725472
"940","gene-ACX60_RS04765_ACX60_RS04765",0,1,4.46364926523671,4.47695523181192,"D Over L",163.555019625068,139.231905241785,106.682102519659,585.212652166963,614.61297268891,633.453188224059
"949","gene-ACX60_RS04825_ACX60_RS04825",0.000952917058380298,0.99904708294162,0.506188107371124,0.504928737576067,"D Over L",187.650178766261,199.540912325125,229.620525423265,127.531066765509,131.870982645896,52.0290092997174
