"","BlsAL1.genes.results","BlsAL2.genes.results","BlsAL3.genes.results","BlsAD1.genes.results","BlsAD2.genes.results","BlsAD3.genes.results"
"gene-ACX60_RS00920_sfnG",66.7583365109845,50.2155411077359,44.4269282034077,49.997912130847,39.0862207739143,47.4973819153464
"gene-ACX60_RS00925_msuE",27.0033720718589,26.6449809959415,33.7644654345899,31.9431105280412,35.7167189830596,39.9581149446565
"gene-ACX60_RS00930_ACX60_RS00930",872.358936654776,747.084274847744,707.276696998251,673.582982873911,667.835254947398,751.664916977783
"gene-ACX60_RS00935_ACX60_RS00935",7607.44998757759,3768.21519700296,3028.13942634427,3072.09393426204,1181.34732787365,1752.8795706854
"gene-ACX60_RS00940_ACX60_RS00940",1173.14649778854,1221.56989796778,940.073800784107,926.350205313193,1043.19775444861,909.235596665202
"gene-ACX60_RS00945_ACX60_RS00945",974.371675592909,315.640544105768,227.465872401448,147.216074607494,1407.77784821909,797.654445498992
"gene-ACX60_RS00950_ACX60_RS00950",5292.66092608435,3059.04877972636,3957.55076435956,2597.113769019,13517.7672845508,8298.47115463838
"gene-ACX60_RS00955_ACX60_RS00955",146.268265389236,200.862164430944,165.268172916677,93.0516697990764,103.106754800153,107.057590983797
"gene-ACX60_RS00960_betT",11110.3874202326,7486.21485289818,4513.77590546622,3891.50416085093,1331.62710774577,2300.98427945456
"gene-ACX60_RS00965_omp33-36",7327.66504916638,10922.3925944132,13569.7609504489,15641.0135116,16421.6039279094,17715.0156010301
"gene-ACX60_RS00970_ACX60_RS00970",164.270513437142,184.465253048826,186.593098454312,149.993736392541,192.735502436888,203.560208208627
"gene-ACX60_RS00975_uvrA",2282.53503374074,2666.54771351691,2473.69136236574,2647.11168114985,1827.61777135958,2031.07852190386
"gene-ACX60_RS00980_ACX60_RS00980",68.25852384831,122.976835365884,94.1850877912244,141.6607510374,159.714384886512,128.921465198797
"gene-ACX60_RS00985_ACX60_RS00985",529.5661300759,674.322980589596,598.874992181936,676.360644658958,436.687432094767,463.664918697429
"gene-ACX60_RS00990_ACX60_RS00990",56.2570251497061,65.5876455284714,37.3186196908625,52.7755739158941,39.0862207739143,31.6649212768976
"gene-ACX60_RS00995_ACX60_RS00995",57.7572124870316,64.562838567089,55.0893909722256,34.7207723130882,37.0645196994015,38.4502615505185
"gene-ACX60_RS01000_tenA",136.51704769662,125.026449288649,172.376481429222,193.04749406077,161.736085961025,189.989527661386
"gene-ACX60_RS01005_ACX60_RS01005",1319.41476317777,1228.74354669746,1409.22216261209,1311.05636254221,1188.76023181353,1307.30889271763
"gene-ACX60_RS01010_ACX60_RS01010",657.082053748567,1325.0754010674,1114.22735934147,1001.34707350946,1167.19542035206,1107.51831799435
"gene-ACX60_RS01015_ssb",2026.75309272674,2386.77541305953,3021.03111783172,2834.60385164052,3183.5052919995,2906.38741720096
"gene-ACX60_RS01020_ACX60_RS01020",15.7519670419177,24.5953670731768,35.5415425627262,24.9989560654235,26.2821139686665,27.1413610944836
"gene-ACX60_RS01025_ACX60_RS01025",52.5065568063923,37.9178575711475,53.3123138440893,49.997912130847,65.3683347425809,76.146596403968
"gene-ACX60_RS01030_ACX60_RS01030",57.0071188183688,28.6945949187062,31.9873883064536,44.4425885607529,44.4774236392818,34.6806280651736
"gene-ACX60_RS01035_ACX60_RS01035",357.794679952131,300.268439685033,243.459566554674,176.381523350488,266.19064147752,211.853401876386
"gene-ACX60_RS01040_ACX60_RS01040",287.285875097832,254.152126422827,236.351258042129,333.319414205647,312.689766191315,298.55497203932
