"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","BlsAL1.genes.results","BlsAL2.genes.results","BlsAL3.genes.results","BlsAD1.genes.results","BlsAD2.genes.results","BlsAD3.genes.results"
"gene-ACX60_RS00410_ACX60_RS00410",94.8667119590321,-0.424806494076792,0.331432340844338,-1.28172915471851,0.199937673885405,0.604672347400979,57.7572124870316,89.1582056402658,97.739242047497,108.328809616835,121.97596482894,94.2408371336238
"gene-ACX60_RS00415_murI",173.026761955569,-0.189145758218327,0.318952524701536,-0.593021668021981,0.553166651289472,0.852012338494891,112.514050299412,167.043534705325,207.918023991948,173.603861565441,202.170107451281,174.910993720006
"gene-ACX60_RS00420_ACX60_RS00420",86.1586401749774,0.50314052233564,0.28816792570031,1.74599765436386,0.0808113594307281,0.416887097628839,97.5121769261572,108.629537906531,95.9621649193607,80.5521917663646,62.6727333098971,71.6230362215541
"gene-ACX60_RS00425_ACX60_RS00425",3164.31683827346,-0.262307160609357,0.736381263736645,-0.35621107370158,0.72168249953325,0.918367371232654,432.053953149743,1342.4971194109,6859.51771460615,3584.57253360323,3561.5633929334,3205.69631593735
"gene-ACX60_RS00430_ACX60_RS00430",7.49036257727838,0.073802645451805,0.738674242003966,0.0999123040375472,0.920413948022532,0.983512348109972,9.00112402395297,4.09922784552946,10.6624627688179,2.77766178504706,10.108505372564,8.29319366775889
"gene-ACX60_RS00440_glmS",7062.37195971791,-0.165128178991577,0.412449234471528,-0.4003600084339,0.688891375163256,0.908826995915481,3569.69576916602,5969.50055005228,10438.5510506727,8998.23535265994,6207.2961991125,7190.95283664403
"gene-ACX60_RS00445_glmU",2131.8720671185,-0.189177295333652,0.338902310520163,-0.558205976947441,0.576703739951475,0.85695540785567,1416.92694010393,1623.29422682967,2939.28556993745,2383.23381157037,2203.65417121896,2224.83768305059
"gene-ACX60_RS00450_ACX60_RS00450",368.055803534756,0.150182707627218,0.294378330005168,0.510169031886895,0.609933045905368,0.870693259833308,270.783814387252,437.59257251027,454.931744802895,343.041230453312,361.210591979622,340.774867075184
"gene-ACX60_RS00455_thiL",270.856944473051,-0.213794666093787,0.315264591704396,-0.678143602927184,0.497680646749002,0.82424275621276,267.783439712601,191.638901778502,294.994803270627,216.65761923367,345.710883741691,308.356019101217
"gene-ACX60_RS00460_nusB",694.885783908507,-0.126831968534141,0.275179580016881,-0.46090617816322,0.644865919046133,0.887540013449959,855.106782275532,550.32133826233,586.435452284982,679.138306444005,740.616493629859,757.696330554335
"gene-ACX60_RS00465_ribE",1171.31708012726,0.241418086092729,0.250335479798122,0.964378226719665,0.3348563343021,0.72176390352239,1482.18508927759,1100.64267652466,1222.62906415778,1208.28287649547,936.047597499431,1078.11517680866
"gene-ACX60_RS00470_ACX60_RS00470",2156.8472085793,-0.0645653008711508,0.250052353072053,-0.258207131738314,0.796247054179003,0.94382192411113,2536.81678741741,1734.99818562034,2052.52408299744,2379.0673188928,2115.37322429857,2122.30365224921
"gene-ACX60_RS00475_ACX60_RS00475",1617.52846021453,-0.0404703758160868,0.203719031098769,-0.198657806282544,0.842530431804817,0.964380694063934,1482.18508927759,1609.9717363317,1693.5545031139,1636.04279139272,1700.92450402344,1582.49213714781
"gene-ACX60_RS00480_serB",1084.12787152197,-0.295939512915869,0.214873067331021,-1.37727597316774,0.168426940732225,0.570634652941208,1081.63507021168,925.400686128276,911.640566733926,1202.72755292538,1242.67226046721,1140.69109266538
"gene-ACX60_RS00485_ACX60_RS00485",2848.14934488844,0.971607991093977,0.382961776929227,2.53708868515495,0.0111778633550253,0.18336776749221,5516.93893301451,3751.81828562084,2047.19285161303,1974.91752916846,1703.62010545613,2094.40836445765
"gene-ACX60_RS00490_ACX60_RS00490",1428.54099902433,0.183943410626232,0.280842418871769,0.654970183511414,0.512486951317311,0.834696475264471,1509.18846134945,1476.74683135199,1570.9361812725,1704.09550512637,994.676928660302,1315.60208638539
"gene-ACX60_RS00495_dtd",128.225749755328,-0.88097918576366,0.301620638534323,-2.92081864836782,0.00349112980816286,0.105878046030754,105.763207281447,77.8853290650597,87.0767792786791,137.494258359829,196.778904585913,164.35601996104
"gene-ACX60_RS00500_ACX60_RS00500",267.922118119591,0.000784993977802869,0.228373940310716,0.00343731853439511,0.997257422011511,0.999500848782937,281.28512574853,263.375389075268,259.453260707901,248.600729761712,273.6035454174,281.214658006733
"gene-ACX60_RS00505_ACX60_RS00505",37.319643357725,-0.254572015967456,0.370899643772714,-0.686363603313291,0.492483850088073,0.821528192336715,39.0048707704629,30.744208841471,31.9873883064536,38.8872649906588,35.0428186248887,48.2513086124154
"gene-ACX60_RS00510_pncB",1099.89868630867,-0.292169285914255,0.249117926281493,-1.17281518144991,0.240869928782363,0.651938857738619,794.34919511385,1046.32790757139,1128.44397636656,1136.06367008425,1306.01889413528,1188.18847458073
"gene-ACX60_RS00515_ACX60_RS00515",409.414537938295,-0.42909730510859,0.27840535401653,-1.54126815062297,0.123251537007377,0.501334395172259,260.282503025973,412.997205437093,374.963274036761,469.424841672953,500.034065762835,438.785337694152
"gene-ACX60_RS00520_asd",596.453825829683,0.142512876107547,0.217604255473255,0.65491768898363,0.512520750674998,0.834696475264471,599.324841261535,687.645471087567,589.989606541254,580.531313074835,538.446386178578,582.785336834329
"gene-ACX60_RS00525_ACX60_RS00525",2005.99498935527,0.39393443147645,0.271984558471999,1.44837057548252,0.147513439385497,0.53451405897817,1866.23304763292,2543.57087815103,2423.93320277793,2108.24529485072,1454.95087329105,1639.03663942798
"gene-ACX60_RS00530_phoR",528.872371205881,0.366937203710622,0.37095738936008,0.989162675377911,0.322583556768805,0.716699179961329,919.614837780529,402.749135823269,463.817130443577,433.315238467341,501.381866479177,452.356018241394
"gene-ACX60_RS00535_phoB",1058.12427411153,1.33991923395438,0.601609127090266,2.22722557490943,0.0259322016921513,0.263634287736836,3301.16223578475,612.834562906654,636.193611872798,576.364820397264,646.944343844099,575.24606986364
"gene-ACX60_RS00540_ACX60_RS00540",130.30162250991,-0.326976490361357,0.284312590808896,-1.15005983178964,0.250119229051078,0.662274613092693,129.766204678655,109.654344867913,106.624627688179,145.82724371497,167.801189184563,122.136124925176
"gene-ACX60_RS00545_ACX60_RS00545",369.318819026226,0.0459129003250302,0.250235094503563,0.183479061624493,0.854422146295291,0.967595005188834,429.053578475092,356.632822561063,339.421731474035,333.319414205647,414.448720275126,343.036647166391
"gene-ACX60_RS00550_ACX60_RS00550",499.45866495637,-0.00984209079010566,0.259903499022601,-0.037868250435712,0.969792727365479,0.992621087085086,396.049457053931,569.792670528595,527.791907056484,548.588202546794,462.969546063433,491.560206488982
"gene-ACX60_RS00555_ACX60_RS00555",906.669425868152,0.393279656353609,0.316632660358626,1.24206914065078,0.214211053170432,0.623457815235554,1123.6403156568,960.244122815276,1002.27150026888,1077.73277259826,554.619994774681,721.507849095024
"gene-ACX60_RS00560_ACX60_RS00560",804.927063478277,0.602271963514205,0.278791244197401,2.16029726919171,0.0307496642431753,0.287501394439429,1158.89471808395,1012.50927784578,737.487008176568,736.08037303747,588.988913041399,595.602090684502
"gene-ACX60_RS00565_ACX60_RS00565",582.17229534822,0.915385763917938,0.413232663406816,2.21518249881609,0.0267475406355933,0.266718690197973,1136.39190802406,710.191224237979,433.606819265259,543.0328789767,314.711467265827,355.099474319494
"gene-ACX60_RS00570_ACX60_RS00570",443.321301837101,0.230434932927487,0.280178732626411,0.822456903732046,0.410816904726744,0.774787476871044,594.074185580896,471.411202235888,367.854965524216,451.370040070147,379.405901650237,395.81151596122
"gene-ACX60_RS00575_gshA",1022.22118261498,-0.0835069326912077,0.206552407175243,-0.404289322178457,0.685999976559653,0.908826995915481,1018.62720204401,913.103002591687,1046.69842847229,1054.12264742536,1025.67634513617,1075.09947002038
"gene-ACX60_RS00580_ACX60_RS00580",383.088328426151,0.0834650910415449,0.263887143681463,0.3162908578157,0.751781749660753,0.931404165645609,470.308730251543,355.608015599681,355.415425627262,363.873693841164,328.863374787417,424.460730449841
"gene-ACX60_RS00585_ACX60_RS00585",591.306602463524,-0.193354943120953,0.308431401885899,-0.626897721628498,0.530726280855619,0.843444150537684,709.588610554959,396.600294054975,549.116832594119,534.699893621558,710.964877870338,646.869106085194
"gene-ACX60_RS00590_ACX60_RS00590",40.6359696268955,0.0888420680787303,0.384648032726184,0.230969771115334,0.817338286269425,0.95295454954035,51.0063694690668,45.0915063008241,28.4332340501809,37.4984340981353,35.0428186248887,46.7434552182774
"gene-ACX60_RS00605_ACX60_RS00605",450.813619593539,-0.368598227094666,0.368413152343938,-1.00050235652433,0.317067457782828,0.713438836134474,231.028849948126,406.848363668799,545.562678337847,422.204591327153,590.33671375774,508.900520521568
"gene-ACX60_RS00610_ACX60_RS00610",87.1786767461139,-0.0214815851600527,0.44806514444671,-0.0479429954021062,0.961761673392812,0.992621087085086,38.2547771018001,117.852800558972,104.847550560042,76.3856990887941,92.9982494275893,92.7329837394858
