"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","BlsAL1.genes.results","BlsAL2.genes.results","BlsAL3.genes.results","BlsAD1.genes.results","BlsAD2.genes.results","BlsAD3.genes.results"
"gene-ACX60_RS05775_glnA",12417.6628256176,0.0168596310759278,0.380603083787403,0.0442971478532349,0.964667545128194,0.992621087085086,7923.98951575327,15127.1755569651,14419.203817698,17150.6726917731,8557.18674805455,11327.7486234616
"gene-ACX60_RS05780_ACX60_RS05780",113.66409482031,-0.319410086836133,0.287543113378325,-1.11082502753554,0.266643671431843,0.678646334838751,116.264518642726,86.0837847561187,101.29339630377,109.717640509359,131.410569843333,137.214658866556
"gene-ACX60_RS05785_ubiA",255.389344167813,0.0699996295585,0.304354403503857,0.229993812320882,0.818096577899838,0.95295454954035,201.775196870279,282.846721341533,300.326034655036,297.209811000035,196.105004227743,254.07329691225
"gene-ACX60_RS05790_ACX60_RS05790",1841.76175966013,0.199601603388574,0.365559219504314,0.546017150543288,0.585054148103719,0.85853586144664,1183.64780914982,2549.71971991932,2173.36532771071,2206.85228821989,1481.90688761789,1455.07852534315
"gene-ACX60_RS05795_ACX60_RS05795",6.15502792733255,0.443806209748192,0.808713255167499,0.54878067957013,0.583155970757529,0.85853586144664,4.50056201197649,10.2480696138237,7.10830851254523,1.38883089252353,5.39120286536749,8.29319366775889
"gene-ACX60_RS05800_ACX60_RS05800",6.19725292575252,0.0820455396661471,0.747183525499461,0.10980640882212,0.912562908278627,0.981451865532883,8.25103035529023,7.17364872967656,3.55415425627262,4.16649267757059,8.76070465622218,5.27748687948293
"gene-ACX60_RS05805_ACX60_RS05805",0.343788541782411,-1.66300898365885,3.21369441477228,-0.517475767457712,0.604824080675719,NA,0,0,0,1.38883089252353,0.673900358170937,0
"gene-ACX60_RS05810_ACX60_RS05810",0.343788541782411,-1.66300898365885,3.21369441477228,-0.517475767457712,0.604824080675719,NA,0,0,0,1.38883089252353,0.673900358170937,0
"gene-ACX60_RS05815_ACX60_RS05815",0.375046834331374,2.30686306513709,3.713721206397,0.621172925195205,0.534485851507106,NA,2.25028100598824,0,0,0,0,0
"gene-ACX60_RS05820_ACX60_RS05820",12390.0561212007,0.258936436370878,0.292182588001671,0.88621446658347,0.375501969551321,0.754541816486745,13773.2199439854,14635.2682155016,12085.901548455,14713.2744753943,8359.0600427523,10773.6125011159
"gene-ACX60_RS05825_ACX60_RS05825",408.442480369736,0.0499616397381044,0.280754673026175,0.177954793056807,0.858758478887784,0.969072035268421,411.051330427186,353.558401676916,481.58790172494,490.257305060806,328.189474429246,386.010468899323
"gene-ACX60_RS05830_ACX60_RS05830",1212.92787638058,0.334638154760759,0.302286096783215,1.10702463104264,0.268283279201869,0.679158364773575,1126.64069033145,1397.83669532555,1533.61756158163,1401.33037055624,815.419433386833,1002.72250710176
"gene-ACX60_RS05835_ACX60_RS05835",1170.35452556301,-0.0859360893104831,0.22937634224789,-0.374651058031132,0.707919995326176,0.913025151863647,977.37205026756,1227.71873973607,1203.08121574828,1140.23016276182,1313.43179807516,1160.29318678918
"gene-ACX60_RS05840_ACX60_RS05840",5599.1527910474,-0.255362914404552,0.363303141731998,-0.702892116999441,0.482122984168206,0.815361691594684,3142.89247169691,4658.77244644423,7515.25917488845,6837.21448389333,5282.70490770197,6158.07326165951
"gene-ACX60_RS05845_ACX60_RS05845",525.120136573781,0.103483024615973,0.276371996717062,0.374433827758299,0.708081579398832,0.913025151863647,401.30011273457,634.355509095684,597.0979150538,534.699893621558,493.968962539297,489.298426397775
"gene-ACX60_RS05850_ACX60_RS05850",155.559150461903,0.515717568005902,0.26761510438359,1.92708692281692,0.0539687981927266,0.358039324774909,210.026227225569,185.490060010208,152.828633019723,120.828287649547,130.736669485162,133.445025381211
"gene-ACX60_RS05855_metF",783.905964171146,0.309369016027543,0.238504662229706,1.2971193650277,0.19459011946495,0.59973363240777,914.364182099889,969.467385467717,717.939159767069,665.24999751877,696.812970348748,739.602089824679
"gene-ACX60_RS05860_ahcY",3324.81653425679,0.108837763314472,0.277079157588986,0.392803862482938,0.694464351665,0.912385091066248,4457.80667286271,3212.76982393371,2678.05523210142,3070.70510336952,3372.87129264554,3156.69108062786
"gene-ACX60_RS05865_ACX60_RS05865",22.2259441961427,0.448776639878086,0.459858827169773,0.975900892541538,0.329113579786731,0.720216159966378,33.7542150898236,23.5705601117944,19.5478484094994,13.8883089252353,22.2387118196409,20.3560208208627
"gene-ACX60_RS05870_ACX60_RS05870",166.172527807949,0.109912374544842,0.293910467592287,0.373965498558943,0.70842998503133,0.913025151863647,162.770326099816,148.597009400443,206.140946863812,193.04749406077,133.432270917845,153.047119505005
"gene-ACX60_RS05875_ACX60_RS05875",2412.95239063664,0.920768676636079,0.361292677809273,2.54853954477913,0.0108175021843559,0.18074243233028,3491.68602762509,3547.88170030575,2431.04151129047,2424.89873834608,1117.32679384741,1464.87957240505
"gene-ACX60_RS05880_lipA",2950.85398004611,-0.280388433034487,0.225297004500278,-1.24452801161917,0.213305296514954,0.622296702985766,2313.28887415591,2930.94790955356,2750.91539435501,3535.9634523649,3110.05015295887,3063.95809688838
"gene-ACX60_RS05885_sthA",3074.06941946314,-0.228450332453613,0.319320537056333,-0.71542636925138,0.474345623349381,0.810897547543696,1842.23005023571,2992.43632723651,3660.7788839608,3637.34810751912,2986.05248705542,3325.57066077132
"gene-ACX60_RS05895_ACX60_RS05895",158.124613842526,0.279307681220435,0.254909020345353,1.09571517258207,0.273203440724475,0.680934622673374,179.272386810397,183.440446087443,156.382787275995,147.216074607494,129.38886876882,153.047119505005
"gene-ACX60_RS05900_ACX60_RS05900",38.2325891597961,-0.0749646712884943,0.403808344076907,-0.185644185881947,0.852723800499971,0.966987301770299,42.7553391137766,45.0915063008241,23.102002665772,31.9431105280412,39.7601211320853,46.7434552182774
"gene-ACX60_RS05905_ACX60_RS05905",121.785414332037,-0.588713031859018,0.401095436325993,-1.46776297743896,0.142168617260221,0.527506775164555,80.260022546914,68.6620664126185,145.720324507177,99.9958242616941,179.257495273469,156.81675299035
"gene-ACX60_RS05910_map",457.076420806013,0.165339802554242,0.289444243783207,0.571231959541338,0.567842416745948,0.85562292502162,604.575496942175,352.533594715534,492.250364493758,422.204591327153,411.753118842442,459.141358515015
"gene-ACX60_RS05915_rpsB",11488.5295997865,-0.862711641459549,0.348700125480729,-2.47407895328454,0.0133580172472204,0.191336391655341,8131.01536830419,8115.44632718695,8211.87340911788,8512.14454027671,19783.6928148242,16177.0051390093
"gene-ACX60_RS05920_tsf",7616.48158508019,-1.03210118816937,0.365530376478758,-2.82357159509381,0.00474918175756093,0.123891490672798,3714.46384721793,5344.36830360903,5951.4313021285,6213.62941315027,13622.2218400673,10852.7748043081
"gene-ACX60_RS05925_ACX60_RS05925",19.9725785691245,-0.360119045690962,0.48855580705377,-0.73710933426962,0.461055863210172,0.805746192945929,20.2525290538942,13.3224904979707,19.5478484094994,15.2771398177588,30.3255161176921,21.1099475179317
"gene-ACX60_RS05930_ACX60_RS05930",155.197931371089,0.188912887732026,0.289595502473886,0.652333638189221,0.514185964397327,0.834915376793906,133.516673021969,202.911778353708,159.936941532268,144.438412822447,157.692683811999,132.691098684142
"gene-ACX60_RS05935_ACX60_RS05935",29.7781477673315,0.603725726470947,0.440366585936384,1.37096170724943,0.170386893420433,0.571492842336748,25.5031847345334,49.1907341463535,33.7644654345899,18.0548016028059,24.2604128941537,27.8952877915526
"gene-ACX60_RS05940_ACX60_RS05940",2.68354875575528,0.117724355556872,1.0688786284789,0.110138188209828,0.912299782558098,NA,4.50056201197649,2.04961392276473,1.77707712813631,1.38883089252353,3.36950179085468,3.01570678827596
"gene-ACX60_RS05945_ACX60_RS05945",120.59551187137,0.503847704936673,0.341856451651053,1.47385752851308,0.140519955090149,0.526075226058452,147.768452726561,183.440446087443,92.408010663088,87.4963462289823,109.171858023692,103.287957498452
"gene-ACX60_RS05950_ACX60_RS05950",2779.37208677321,1.49919888297283,0.653253319680982,2.29497323290292,0.0217346583297571,0.242849479604004,9375.42076461568,1584.35156229714,1357.68692589614,1755.48224814974,1142.93500745791,1460.35601222263
"gene-ACX60_RS05955_mltB",465.650327072597,-0.163564017168172,0.286836396675786,-0.570234527639288,0.568518640676599,0.85562292502162,353.294117940154,397.625101016358,568.664681003619,552.754695224364,454.882741765382,466.680625485705
"gene-ACX60_RS05960_rodA",243.631383735177,0.301138660083858,0.304650500840121,0.988472558730158,0.322921267311167,0.716699179961329,360.795054626782,217.259075813061,227.465872401448,216.65761923367,208.90911103299,230.701569303111
"gene-ACX60_RS05965_ACX60_RS05965",486.063080759689,0.0479222841372979,0.29368630146359,0.163175074555662,0.870380590784228,0.969286683084207,582.072686882292,364.831278252122,534.900215569029,531.922231836511,398.275111679024,504.376960339154
"gene-ACX60_RS05970_queF",240.487831639874,-0.189923298558465,0.234984723828109,-0.808236788606709,0.418954283447,0.779156488362394,232.529037285452,207.011006199238,234.574180913993,261.100207794423,238.560726792512,269.15183085363
"gene-ACX60_RS05975_ACX60_RS05975",147.477651246651,-0.107656175278391,0.267815246204108,-0.401979262959303,0.687699287759545,0.908826995915481,138.767328702608,122.976835365884,165.268172916677,154.160229070112,140.845174857726,162.848166566902
"gene-ACX60_RS05980_ACX60_RS05980",221.357587398501,-0.273835909630084,0.266975545223976,-1.0256966022875,0.305034616412472,0.70577801352565,228.028475273475,171.142762550855,200.809715479403,276.377347612182,214.300313898358,237.486909576732
"gene-ACX60_RS05985_ACX60_RS05985",0.112316726361823,-0.644124079579928,4.0804728567969,-0.157855254080909,0.87457085795999,NA,0,0,0,0,0.673900358170937,0
"gene-ACX60_RS05990_ACX60_RS05990",14.3457391103465,0.166840462867102,0.526619878304676,0.316813834305313,0.751384866293083,0.931232136830953,18.7523417165687,17.4217183435002,8.88538564068154,11.1106471401882,14.8258078797606,15.0785339413798
"gene-ACX60_RS05995_ACX60_RS05995",75.5049004316843,0.0762854965660784,0.372392371983308,0.204852468271015,0.837687392411682,0.962500413630614,110.263769293424,70.7116803353832,49.7581595878166,73.608037303747,74.802939756974,73.884816312761
"gene-ACX60_RS06000_ACX60_RS06000",537.87011627165,-0.261348397017079,0.314729290567658,-0.830391084813558,0.406317704507287,0.773010329766368,447.055826522998,568.767863567213,453.154667674759,411.093944186964,762.8552054495,584.293190228467
"gene-ACX60_RS06005_ACX60_RS06005",5058.4082922591,0.0637258794340265,0.287495546907495,0.221658666088943,0.824579609337473,0.955347611588745,6882.85950364937,3982.39985193187,4643.50253582017,5092.84288288378,4763.12773155218,4985.71724771723
"gene-ACX60_RS06010_adeH",93.1695991194831,0.349155147641855,0.483717477152619,0.721816275271138,0.470407441791945,0.809971592283936,185.273136159699,71.7364872967655,55.0893909722256,68.0527137336529,93.6721497857602,85.1937167687959
"gene-ACX60_RS06015_adeG",134.327450678616,0.438459690070277,0.446901421084225,0.981110529938645,0.326538238299668,0.717644765923657,263.282877700624,113.753572713443,85.2997021505428,109.717640509359,125.345466619794,108.565444377935
"gene-ACX60_RS06020_adeF",40.5196833784566,0.113074251858085,0.45168260641041,0.250340062365259,0.802324377268972,0.944515953352971,66.0082428423218,27.6697879573239,31.9873883064536,31.9431105280412,41.7818222065981,43.7277484300014
"gene-ACX60_RS06025_adeL",174.893679782151,0.178299419566162,0.268434474507733,0.664219526546043,0.506549817628633,0.83209823931503,191.273885509001,196.762936585414,167.045250044813,194.436324953294,141.519075215897,158.324606384488
"gene-ACX60_RS06030_ACX60_RS06030",43.7983869610488,-0.233951227132673,0.343712418102551,-0.680659803984361,0.49608677612123,0.823360613489303,33.7542150898236,45.0915063008241,42.6498510752714,44.4425885607529,47.8469254301365,49.0052353094844
"gene-ACX60_RS06035_hisQ",17.0675572728978,-0.11586157003244,0.521762353302884,-0.22205812531128,0.824268635198152,0.955293996284564,15.001873373255,12.2976835365884,23.102002665772,11.1106471401882,17.5214093124444,23.3717276091387
"gene-ACX60_RS06040_ACX60_RS06040",17.0646376891937,0.0744608710363239,0.502839844997372,0.148080689661165,0.882279088841694,0.973320595074224,16.5020607105805,12.2976835365884,24.8790797939083,12.4994780327118,18.8692100287862,17.3403140325868
"gene-ACX60_RS06045_ACX60_RS06045",25.6792476707601,-0.0822686906732417,0.418883238368643,-0.196400054090587,0.844297053925962,0.965002740887224,28.5035594091844,27.6697879573239,17.7707712813631,26.387786957947,23.5865125359828,30.1570678827596
"gene-ACX60_RS06050_abeS",12.6691515560451,-0.200360272984921,0.546764778868825,-0.366446926957212,0.714031608540935,0.914262230027681,9.00112402395297,11.272876575206,15.9936941532268,11.1106471401882,12.8041068052478,15.8324606384488
"gene-ACX60_RS06055_ACX60_RS06055",58.1937602686536,1.62269717098608,0.420196278584001,3.86175997668119,0.000112573135723009,0.0169281852843476,125.265642666679,70.7116803353832,65.7518537410434,38.8872649906588,22.9126121778118,25.6335077003457
"gene-ACX60_RS06060_yegQ",1489.50224477085,1.06668389539294,0.390355976942388,2.73259270614518,0.0062837984582904,0.139130237030491,3116.63919329372,1588.45079014267,1341.69323174291,1218.00469274313,787.115618343654,885.109942358995
"gene-ACX60_RS06065_ACX60_RS06065",114.956679530274,-0.330359426937931,0.416479141221539,-0.793219621921478,0.427649877255853,0.785256632861142,126.015736335342,68.6620664126185,111.955859072587,72.2192064112235,169.148989900905,141.73821904897
"gene-ACX60_RS06070_ACX60_RS06070",44.8324950327743,0.00505313265207501,0.413323288671239,0.0122256180345413,0.990245611115725,0.999245568156185,35.2544024271491,35.8682436483828,65.7518537410434,34.7207723130882,55.9337297281877,41.4659683387945
"gene-ACX60_RS06075_ACX60_RS06075",571.962126408499,-0.344648287099418,0.262473661240114,-1.3130776073723,0.189156798528086,0.596811832953035,505.563132678692,406.848363668799,600.652069310072,676.360644658958,566.076300863587,676.272247270884
"gene-ACX60_RS06080_tsaA",88.5995525959499,0.445383628973438,0.30050149782151,1.48213447254757,0.138304517898099,0.522431194311601,89.261146570867,101.455889176854,117.287090456996,68.0527137336529,86.9331462040508,68.6073294332781
"gene-ACX60_RS06085_ACX60_RS06085",325.387346453515,1.04735839316596,0.411287576887765,2.54653544629618,0.0108798161472822,0.180945882375768,374.296740662711,678.422208435126,261.230337836037,272.210854934612,167.127288826392,199.036648026213
"gene-ACX60_RS06090_tadA",94.1540415357745,-0.473823988040863,0.281436384019786,-1.68359179887542,0.0922605847654143,0.438693610564401,68.25852384831,84.0341708333539,85.2997021505428,105.551147831788,113.215260172717,108.565444377935
"gene-ACX60_RS06095_ACX60_RS06095",130.598103489891,-0.294003248107068,0.282943782421227,-1.03908714865972,0.29876420724642,0.7016245504808,135.766954027957,101.455889176854,113.732936200724,154.160229070112,124.671566261623,153.801046202074
"gene-ACX60_RS06100_ACX60_RS06100",68.7489218196563,-0.33113760785702,0.294550455442994,-1.12421353197027,0.260922450133065,0.672502156853998,58.5073061556943,65.5876455284714,58.6435452284982,73.608037303747,75.4768401151449,80.670156586382
"gene-ACX60_RS06105_ACX60_RS06105",118.72335660304,-0.0697071843165018,0.344592267946738,-0.202288881093746,0.839690891896324,0.962958219131977,116.264518642726,113.753572713443,119.064167585133,74.9968681962705,137.475673066871,150.785339413798
"gene-ACX60_RS06110_ACX60_RS06110",126.992962525577,-0.479654540106032,0.305711635025823,-1.56897705272328,0.116653286068247,0.489536871418956,108.763581956098,80.9597499492068,129.726630353951,145.82724371497,130.062769126991,166.617800052247
"gene-ACX60_RS06115_ACX60_RS06115",122.736926883355,-0.0720418191316184,0.266880629741293,-0.269940232085985,0.787206234944632,0.941425632059319,111.763956630749,132.200098018325,115.51001332886,116.661794971976,138.149573425042,122.136124925176
"gene-ACX60_RS06120_ACX60_RS06120",305.32341003808,0.208583236808874,0.315563296577701,0.660987000297465,0.508620650361136,0.833611229406603,298.537280127774,381.22818963424,300.326034655036,380.539664551447,214.974214256529,256.335077003457
"gene-ACX60_RS06125_mrcB",3084.0709191973,0.220853410439028,0.301266692198845,0.733082734195049,0.463507970107264,0.806946581822053,2413.80142575672,3905.53932982819,3639.45395842316,3483.18787844901,2426.71518977354,2635.72773295319
"gene-ACX60_RS06130_ACX60_RS06130",1186.22442598323,-0.179641434494913,0.246249592594618,-0.729509570359544,0.465690015740022,0.808016955195067,885.110529022042,1232.84277454299,1220.85198702964,1281.89091379922,1202.91213933512,1293.73821217039
"gene-ACX60_RS06135_ACX60_RS06135",163.299144707091,0.40712824647269,0.293861225296105,1.38544391510807,0.165916770689763,0.567504699060331,204.77557154493,204.961392276473,147.497401635314,140.271920144876,117.932562679914,164.35601996104
"gene-ACX60_RS06140_ACX60_RS06140",482.263856300141,0.0146951813587337,0.263081378275525,0.0558579305576826,0.955454985025836,0.992621087085086,385.548145692652,485.758499695241,584.658375156846,501.367952200994,489.925560390271,446.324604664842
"gene-ACX60_RS06145_ACX60_RS06145",1073.74142147603,0.340094182967082,0.324431666039957,1.04827678234466,0.294511103480317,0.698956425914651,1629.20344833549,1116.0147809454,852.997021505428,776.356468920652,1029.71974728519,1038.157061864
"gene-ACX60_RS06150_ACX60_RS06150",774.683943131314,0.513096285483463,0.353067297544916,1.45325349884094,0.146153383146966,0.531856156357669,1141.6425637047,679.447015396508,909.86348960579,886.074109430011,459.600044272579,571.476436378295
"gene-ACX60_RS06155_ACX60_RS06155",49.130433425787,-0.426754214037302,0.341434611244797,-1.2498856295835,0.211341329624147,0.622129574725567,43.5054327824394,36.8930506097651,46.204005331544,48.6090812383235,66.0422351007518,53.5287954918983
"gene-ACX60_RS06160_pheA",923.801774553866,-0.264466499238085,0.201105575389629,-1.31506298980373,0.188488733693134,0.596811832953035,843.105283576928,811.647113414833,863.659484274246,1009.68005886461,975.807718631516,1038.91098856107
"gene-ACX60_RS06165_ACX60_RS06165",1838.21980327391,-0.361001209072536,0.347678568769138,-1.03831884246004,0.299121639214155,0.7016245504808,1028.37841973663,1587.42598318128,2214.23810165784,2469.34132690683,1705.64180653064,2024.29318163024
"gene-ACX60_RS06170_ACX60_RS06170",324.985505128262,0.206795403815354,0.343679212401486,0.601710538063546,0.547366834118858,0.851528890771935,494.311727648751,272.598651727709,275.446954861128,363.873693841164,259.451637895811,284.230364795009
"gene-ACX60_RS06175_ACX60_RS06175",1187.12186183931,0.194137395370589,0.249928711999037,0.776771079312157,0.437293842426221,0.791351339780839,1173.8965914572,1176.47839166696,1450.09493655923,1312.44519343473,998.046430451157,1011.76962746658
"gene-ACX60_RS06180_rtcA",94.4355043755252,0.49262212635079,0.281963483422408,1.74711320902784,0.080617702570283,0.416887097628839,114.014237636738,95.30704740856,122.618321841405,74.9968681962705,77.4985411896577,82.1780099805199
"gene-ACX60_RS06185_ACX60_RS06185",35.3293068850879,0.294649727922122,0.385894299952513,0.763550350337853,0.445135246392533,0.795962665889439,49.5061821317413,35.8682436483828,30.2103111783172,34.7207723130882,33.0211175503759,28.6492144886216
"gene-ACX60_RS06190_ACX60_RS06190",8.02173015246024,-0.368245721364546,0.65925620036852,-0.558577562347838,0.576450056641782,0.85695540785567,8.25103035529023,4.09922784552946,8.88538564068154,8.33298535514117,8.76070465622218,9.80104706189687
"gene-ACX60_RS06195_ACX60_RS06195",53.3044783768603,-0.555146082987738,0.331376610372509,-1.67527238076244,0.093880801843789,0.44231829484887,43.5054327824394,51.2403480691183,33.7644654345899,63.8862210560823,63.346633668068,64.0837692508642
"gene-ACX60_RS06200_ACX60_RS06200",89.6667088280562,-0.0059213960539627,0.356116791835727,-0.0166276799907098,0.986733642169457,0.996954567354303,122.265267992028,77.8853290650597,67.5289308691797,72.2192064112235,103.106754800153,94.9947638306928
"gene-ACX60_RS06205_rtcR",259.872417146661,-0.0908897254328071,0.269627599116284,-0.337093553221933,0.736046377104681,0.922274663429319,226.52828793615,225.45753150412,305.657266039445,231.934759051429,275.625246491913,294.031411856906
"gene-ACX60_RS06210_ACX60_RS06210",234.835248054294,-0.112946071589988,0.229653579469112,-0.491810629954405,0.62285322118034,0.87527396708535,228.028475273475,213.159847967532,236.351258042129,237.490082621523,239.908527508853,254.07329691225
"gene-ACX60_RS06215_yaaA",266.663298679913,0.0116572293856608,0.359765147491842,0.0324023309843408,0.974151203608871,0.993700309164617,238.529786634754,197.787743546796,369.632042652352,184.714508705629,297.190057953383,312.125652586562
"gene-ACX60_RS06220_ACX60_RS06220",75.8700544800166,-0.108132590803089,0.319794657268427,-0.338131323789832,0.735264226325101,0.922274663429319,69.7587111856355,75.835715142295,74.637239381725,59.7197283785117,79.5202422641705,95.7486905277618
"gene-ACX60_RS06225_ACX60_RS06225",490.836478270808,-0.117061122939062,0.293486233401137,-0.398864102014157,0.689993341315716,0.908826995915481,432.804046818405,369.955313059034,611.31453207889,581.920143967358,452.187140332698,496.837693368465
"gene-ACX60_RS06230_thiS",22.841341437608,1.08895204494482,0.496271874106196,2.19426508283603,0.0282163581213619,0.276572851563562,40.5050581077884,21.5209461890297,31.9873883064536,8.33298535514117,18.8692100287862,15.8324606384488
"gene-ACX60_RS06235_ACX60_RS06235",144.045375631154,-0.238986433153523,0.265974547469668,-0.898531214460576,0.368902411605081,0.750244390654311,121.515174323365,139.373746748002,136.834938866496,136.105427467306,175.887993482614,154.554972899143
"gene-ACX60_RS06240_rpoH",2190.84314749445,0.317634025270663,0.246217352660195,1.29005539958441,0.197031423802134,0.600898020005851,2531.56613173677,2612.23294456365,2146.70917078866,2313.7922669442,1686.09869614368,1854.65967478972
"gene-ACX60_RS06245_ACX60_RS06245",6.78894938295925,0.483625331002857,0.709195872869176,0.681934779239854,0.495280192431492,0.823360613489303,9.75121769261572,8.19845569105892,5.33123138440893,6.94415446261764,6.73900358170937,3.76963348534495
"gene-ACX60_RS06250_ACX60_RS06250",1634.30084352279,-0.944391371156157,0.374242534640612,-2.52347417447635,0.0116201595477516,0.185991730765014,1113.88909796418,819.845569105892,1421.66170250905,1283.27974469174,2738.73105560669,2428.39789125922
"gene-ACX60_RS06255_rhlB",826.737925828681,-0.289850492745584,0.228632561841576,-1.2677568339825,0.204884801669339,0.612617439291339,660.082428423218,746.059467886362,828.11794171152,827.743211944023,926.612992485038,971.811512521928
"gene-ACX60_RS06260_ACX60_RS06260",437.149082189494,0.327605465387168,0.359359752258497,0.911636496096851,0.361960103577245,0.746386806295192,391.548895041954,609.760142022507,456.708821931031,551.365864331841,268.212342552033,345.298427257598
"gene-ACX60_RS06265_ACX60_RS06265",361.065105163424,-0.287218618112027,0.254684013814011,-1.12774498018464,0.259427635527034,0.671266643125875,335.291869892248,309.491702337474,332.31342296149,319.431105280412,452.187140332698,417.675390176221
"gene-ACX60_RS06270_ACX60_RS06270",552.421425655964,0.0962579635929622,0.274089724938759,0.351191434171673,0.725444735921319,0.918642123487733,510.063694690668,485.758499695241,717.939159767069,590.2531293225,467.68684857063,542.827221889673
"gene-ACX60_RS06275_ACX60_RS06275",193.210210983193,-0.170770543571058,0.288254605140294,-0.592429541543467,0.553562989167497,0.852012338494891,152.269014738538,170.117955589473,225.688795273311,172.215030672918,214.300313898358,224.670155726559
"gene-ACX60_RS06280_gspL",481.845461655224,-0.226405163523341,0.261180352911507,-0.866853731528773,0.386022157406831,0.759144203142091,366.045710307421,432.468537703358,536.677292697165,466.647179887906,553.94609441651,535.287954918983
"gene-ACX60_RS06285_ACX60_RS06285",116.073620096419,-0.173447253489038,0.388936380072172,-0.445952763423296,0.655631367495127,0.891886017825071,63.0078681676708,108.629537906531,158.159864404131,106.939978724312,123.997665903452,135.706805472418
"gene-ACX60_RS06290_ACX60_RS06290",843.623202655112,0.524982620022109,0.303350379088312,1.73061468259868,0.0835205111877316,0.424542992783836,1296.91195311789,912.078195630305,774.805627867431,799.966594093552,570.793603370783,707.183241850713
"gene-ACX60_RS06295_ACX60_RS06295",240.161241639103,0.192942116377614,0.258019691500405,0.747780587038301,0.454592513418566,0.801732323575071,249.031097996032,300.268439685033,218.580486760766,215.268788341147,214.300313898358,243.518323153284
"gene-ACX60_RS06300_purF",2411.43550174076,0.069472220408442,0.275897122377714,0.251804802492038,0.801191945057342,0.944515953352971,2329.04084119783,2545.62049207379,2532.33490759424,2984.59758803306,1785.83594915298,2291.18323239266
"gene-ACX60_RS06305_ACX60_RS06305",618.764992073767,0.406304407130782,0.240607127277845,1.68866322343642,0.0912839871927856,0.436878349950735,649.581117061939,809.597499492068,655.741460282298,570.80949682717,469.708549645143,557.151829133984
"gene-ACX60_RS06310_ACX60_RS06310",198.3755140898,-0.210520069614089,0.263152241549924,-0.799993450081065,0.42371459208911,0.782192308362965,159.769951425165,210.085427083385,183.03894419804,187.492170490676,230.47392249446,219.392668847076
"gene-ACX60_RS06315_ACX60_RS06315",965.432918628979,-0.115398518871779,0.348273095320733,-0.331344914155673,0.740383968945807,0.923488232872667,574.571750195665,1072.97288856734,1133.77520775096,1215.22703095809,804.637027656098,991.413606645722
"gene-ACX60_RS06320_ACX60_RS06320",591.674181708293,-0.0101159975162386,0.306732997701269,-0.032979814992356,0.973690684186912,0.993700309164617,408.050955752535,657.926069207478,703.722542741978,686.082460906623,524.294478656989,569.968582984157
"gene-ACX60_RS06325_ACX60_RS06325",2474.25321712708,-0.624703748395507,0.250755496061934,-2.4912863654291,0.0127281486216319,0.189402426559046,1807.72574147722,2040.39066011229,1993.88053776894,2386.01147335542,3114.76745546607,3502.74343458253
"gene-ACX60_RS06330_rpsU",907.490497276865,-1.11496776252379,0.280046881947695,-3.98136110200306,6.85217583425558e-05,0.0124133678449801,627.82840067072,493.9569553863,598.874992181936,1036.06784582255,1576.92683811999,1111.28795147969
"gene-ACX60_RS06335_tsaD",236.721791693759,-0.246418831144177,0.252100286162383,-0.977463512220902,0.328339733270941,0.719913789413625,249.031097996032,183.440446087443,216.80340963263,252.767222439282,257.429936821298,260.858637185871
"gene-ACX60_RS06340_ACX60_RS06340",46.4530452096478,-0.304555503406711,0.333880629525866,-0.912168830636273,0.361679849240373,0.746313651176961,36.7545897644746,44.0666993394417,44.4269282034077,51.3867430233705,54.5859290118459,47.4973819153464
"gene-ACX60_RS06345_ACX60_RS06345",208.21200560148,0.216917439395205,0.262212202828361,0.827259132318854,0.408090202061209,0.773934597603208,256.53203468266,189.589287855738,225.688795273311,176.381523350488,209.583011391161,191.497381055524
"gene-ACX60_RS06350_ACX60_RS06350",814.359101892981,0.279674323636921,0.273659763689389,1.02197823993723,0.306791199484451,0.707482069609831,924.115399792505,848.540164024598,904.532258221381,949.960330486093,654.357247783979,604.64921104933
"gene-ACX60_RS06355_ACX60_RS06355",52.4542903822304,-0.189218814323482,0.340887863970042,-0.555076417563845,0.578842392278865,0.857612351708615,39.7549644391256,58.4139967987948,49.7581595878166,48.6090812383235,58.6293311608715,59.5602090684502
"gene-ACX60_RS06360_ACX60_RS06360",0.699936966402581,-1.63192480785446,2.27507705152086,-0.717305291600362,0.473185742866157,NA,0.750093668662748,0,0,0,2.69560143268375,0.75392669706899
"gene-ACX60_RS06365_ACX60_RS06365",0.362347949249405,0.919490789212622,3.17248425853863,0.289833050152367,0.771943962192128,NA,1.5001873373255,0,0,0,0.673900358170937,0
"gene-ACX60_RS06370_ACX60_RS06370",0.699936966402581,-1.63192480785446,2.27507705152086,-0.717305291600362,0.473185742866157,NA,0.750093668662748,0,0,0,2.69560143268375,0.75392669706899
"gene-ACX60_RS06375_ACX60_RS06375",0.362347949249405,0.919490789212622,3.17248425853863,0.289833050152367,0.771943962192128,NA,1.5001873373255,0,0,0,0.673900358170937,0
"gene-ACX60_RS06380_ACX60_RS06380",115.9256123143,-0.872610956553708,0.386453755637386,-2.25799579852573,0.0239459213764794,0.256108508166523,69.0086175169728,70.7116803353832,108.401704816315,97.218162476647,206.213509600307,143.999999140177
