"","WTL1.genes.results","WTL2.genes.results","WTL3.genes.results","WTD1.genes.results","WTD2.genes.results","WTD3.genes.results"
"gene-ACX60_RS00260_ACX60_RS00260",1472.47813447679,1228.21797671402,2422.20124252561,359.831429813826,584.103864770179,35.0647449690146
"gene-ACX60_RS00265_ACX60_RS00265",98.701364525505,65.5844550672536,101.474706431739,107.234532063723,142.493079913693,128.570731553054
"gene-ACX60_RS00270_ACX60_RS00270",590.014823496907,334.629776422691,609.862985654752,212.08607452603,240.236266961929,122.077260262495
"gene-ACX60_RS00275_ACX60_RS00275",611.948460058131,428.534791632623,636.246409327004,533.789670717199,476.939647645005,610.386301312477
"gene-ACX60_RS00280_ACX60_RS00280",238.345517298627,203.460866288184,239.480307178904,210.894579725322,180.177200221446,112.986400455714
"gene-ACX60_RS00285_ACX60_RS00285",124.290607180266,104.338905788812,160.330036162148,103.660047661599,105.986588365557,42.8569105176845
"gene-ACX60_RS00290_ACX60_RS00290",1591.65089312611,1709.66749913954,1686.5096208955,1442.90020365743,1505.00955479091,3137.64532759775
"gene-ACX60_RS00295_ACX60_RS00295",1211.46785939824,1435.40523249466,1329.31865425578,1389.28293762557,1388.42430758879,1605.186103026
"gene-ACX60_RS00300_dapA",1665.49413621556,2764.23572550504,1925.98992807441,2393.71305462244,2118.55413855152,2586.99896215841
"gene-ACX60_RS00305_pncA",150.610971053733,233.271982227845,195.846183413257,193.022157714702,193.131116577237,196.10283297486
"gene-ACX60_RS00310_ACX60_RS00310",163.771152990467,210.168367374608,177.580736255544,214.469064127446,200.196889134941,215.583246846534
