"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","BlsAL1.genes.results","BlsAL2.genes.results","BlsAL3.genes.results","BlsAD1.genes.results","BlsAD2.genes.results","BlsAD3.genes.results"
"gene-ACX60_RS09285_ACX60_RS09285",226.336130545792,-1.48673652043894,0.492473826048448,-3.01891479668746,0.00253681865069817,0.0897586128467617,87.0108655648787,126.051256250031,145.720324507177,129.161273004688,520.251076507963,349.821987440011
"gene-ACX60_RS09855_rpsT",1285.81675209611,-1.26096002938271,0.315702460465953,-3.99414064597923,6.4929314957037e-05,0.0124133678449801,750.843762331411,739.910626118068,781.913936379976,1165.22911882724,2273.06590811057,2003.93716080938
"gene-ACX60_RS10225_ACX60_RS10225",2472.53715663813,1.07743259433056,0.321668918076997,3.34950793745219,0.000809552361119664,0.0531213540232885,3738.46684461513,3239.41480492966,3085.00589444463,2129.07775823857,1053.98016017934,1589.27747742143
"gene-ACX60_RS10460_putA",2635.4659260062,-1.61020214305181,0.517630647149429,-3.11071639965509,0.00186634089691052,0.0859418962739347,1242.15511530551,1657.11285655528,1002.27150026888,1268.00260487398,6195.83989302359,4447.41358600997
"gene-ACX60_RS10490_ACX60_RS10490",4108.71432195289,1.03951588178811,0.350417212291363,2.96650919340052,0.0030120135599121,0.0984400585891126,6500.31173263137,5856.77178430022,4224.11233358001,3806.78547640699,1872.09519499886,2392.20940979991
"gene-ACX60_RS10950_ACX60_RS10950",129.011622330844,1.50179918715432,0.454740307338285,3.30254249055849,0.000958125706994464,0.057631261275717,327.040839536958,130.15048409556,113.732936200724,72.2192064112235,59.3032315190424,71.6230362215541
"gene-ACX60_RS10955_ACX60_RS10955",1347.75477907571,1.87441968635989,0.505640437125423,3.70702093569892,0.000209711612569633,0.0219921594328042,3641.70476135764,1851.82617921793,858.328252889837,780.522961598223,409.057517409759,545.08900198088
"gene-ACX60_RS10960_cydB",788.146438432804,2.23924153484099,0.511482081165546,4.37794717996433,1.19802374226997e-05,0.00360305640487694,2253.28138066289,1075.0225024901,572.218835259891,390.261480799111,177.235794198956,260.858637185871
"gene-ACX60_RS11050_ACX60_RS11050",133.70073678954,-0.865345680423458,0.285794557363645,-3.02785920209947,0.00246292810897403,0.0890211867623457,84.7605845588905,88.1333986788834,113.732936200724,148.604905500018,192.061602078717,174.910993720006
"gene-ACX60_RS11180_ACX60_RS11180",156.180143237055,1.34126320622727,0.385162002091888,3.48233522243269,0.000497061024719332,0.0410200052627848,282.785313085856,219.308689735826,167.045250044813,130.550103897212,61.9988329517262,75.392669706899
"gene-ACX60_RS11215_ACX60_RS11215",170.211289507945,3.1457652049168,0.709305928922164,4.43499070943477,9.20762596266971e-06,0.00302093837266136,582.822780550955,267.474616920797,65.7518537410434,62.4973901635588,14.8258078797606,27.8952877915526
"gene-ACX60_RS11255_ACX60_RS11255",523.134961008667,-2.24027510099859,0.651927740025263,-3.43638560450239,0.000589531254712174,0.0425523659651247,255.031847345334,101.455889176854,191.924329838721,172.215030672918,1584.33974205987,833.842926958303
"gene-ACX60_RS11810_ACX60_RS11810",9354.04361878686,1.1515249323981,0.370101008595389,3.11138015205194,0.00186215045036256,0.0859418962739347,19309.6613123851,11858.0413501553,7533.02994616981,6121.96657424371,5661.43690899404,5640.12562077312
"gene-ACX60_RS12000_ACX60_RS12000",81.6764040948416,1.19158355219214,0.326531643798071,3.64921310024403,0.000263044833103317,0.0256575352072938,114.014237636738,138.348939786619,87.0767792786791,56.9420665934647,49.1947261464784,44.4816751270704
"gene-ACX60_RS12115_ACX60_RS12115",88.3645270567467,2.49038357110399,0.640934079870318,3.88555336550035,0.000102097061451587,0.0160203606425555,285.035594091844,132.200098018325,31.9873883064536,33.3319414205647,24.2604128941537,23.3717276091387
"gene-ACX60_RS12250_ACX60_RS12250",15043.9644117857,1.91465574484329,0.554672952872438,3.45186426510978,0.000556727715459204,0.0418589651060889,35483.1809960913,23400.4421562049,12455.5335911074,11032.8726102069,2440.86709729513,5450.8900198088
"gene-ACX60_RS12660_ACX60_RS12660",776.612477555912,-0.856033322177497,0.251705713220253,-3.40092924878679,0.000671572069227008,0.0460264202235958,447.055826522998,549.296531300948,664.626845922979,1012.45772064965,1006.13323474921,980.104706189687
"gene-ACX60_RS12950_ACX60_RS12950",117.429725252642,-1.06314983686504,0.340489599184056,-3.12241501476919,0.00179373884568798,0.0859418962739347,77.259647872263,68.6620664126185,83.5226250224065,106.939978724312,200.822306734939,167.371726749316
"gene-ACX60_RS14075_ACX60_RS14075",115.569344273448,0.994804457417724,0.27668095806298,3.59549303422349,0.000323777792373585,0.0292128513169067,140.267516039934,173.19237647362,147.497401635314,84.7186844439352,70.0856372497774,77.654449798106
"gene-ACX60_RS14225_rplY",1092.31623507193,-1.60490936235593,0.452871349730414,-3.54385271515035,0.000394325465097893,0.0347102586228853,327.040839536958,476.5352370428,821.009633198975,915.239558173005,2322.26063425705,1691.81150822281
"gene-ACX60_RS14285_rpmF",1158.04454098536,-1.68506491211258,0.362744526018291,-4.64532140735215,3.39547404093675e-06,0.00153178322671759,319.539902850331,697.893540701391,632.639457616526,1804.09132938806,2078.98260495734,1415.12041039849
"gene-ACX60_RS14350_ACX60_RS14350",774.741480235738,1.58579925175989,0.398399137939128,3.98042842151478,6.87911767524527e-05,0.0124133678449801,1188.89846483046,1602.79808760202,693.06007997316,504.145613986041,261.473338970323,398.073296052427
"gene-ACX60_RS14515_ACX60_RS14515",49290.047453524,2.07411298374069,0.630960060706465,3.28723339702101,0.00101176939940864,0.0598602584010786,96353.2822080733,96767.3973285298,45862.8065229418,36326.2608248454,4261.07196471483,16169.4658720386
"gene-ACX60_RS14520_ACX60_RS14520",866.862470947041,1.46377494092537,0.438933021899251,3.33484806996669,0.000853460150846205,0.0550024586500706,891.861372040007,2081.38293856758,842.33455873661,631.918056098205,332.232876578272,421.445023661566
"gene-ACX60_RS14560_nuoM",9788.52176382676,1.01576695100299,0.29882844981209,3.39916414130491,0.000675921383167243,0.0460264202235958,13986.9966395543,16280.0833885203,9027.55181093245,6908.04485941203,5767.23926522688,6761.2146193147
"gene-ACX60_RS14565_nuoL",9605.06586375142,0.912140724552417,0.279247485439735,3.26642412953534,0.0010891498890469,0.0623927293582584,13541.4410003686,14955.0079874529,9134.17643862063,7085.81521365504,5961.99646873828,6951.95807367316
"gene-ACX60_RS14575_nuoJ",1728.00629414842,0.910033297168395,0.299737089850149,3.03610506668814,0.00239655837635506,0.0890211867623457,2693.58636416793,2543.57087815103,1528.28633019723,1163.84028793472,1125.41359814546,1313.34030629418
"gene-ACX60_RS14585_nuoH",5752.03688607895,0.991833804108034,0.288598925064478,3.43672036854067,0.00058880315232318,0.0425523659651247,8456.55602050382,9139.22848160793,5366.77292697165,4215.10175880891,3609.41031836354,3725.15181021788
"gene-ACX60_RS14615_ndhC",2527.31077780201,0.894453781775406,0.291463505911581,3.06883628184569,0.00214894321536939,0.0871408546546982,4409.80067806829,2912.50138424868,2535.88906185051,1779.09237332264,1697.55500223259,1829.02616708937
"gene-ACX60_RS14655_ACX60_RS14655",355.148414718789,1.16131296962119,0.388918042299709,2.98600950152438,0.00282643861025417,0.0961334796794168,724.590483928214,441.691800355799,303.880188911309,281.932671182276,194.08330315323,184.712040781903
"gene-ACX60_RS14970_raiA",4207.13023664884,1.71014570689008,0.550607666644843,3.10592425512516,0.00189685297494953,0.0859418962739347,9064.88198578931,7286.37749542862,2980.15834388459,3454.02242970602,867.309760965995,1590.0314041185
"gene-ACX60_RS14980_rrf",18.5811800305726,-3.68580257540514,0.995424435633801,-3.70274472221323,0.000213279462496023,0.0219921594328042,3.00037467465099,3.0744208841471,1.77707712813631,8.33298535514117,10.108505372564,85.1937167687959
"gene-ACX60_RS15100_ACX60_RS15100",3713.99924722634,-2.05576891433074,0.481140963586053,-4.27269567531442,1.93123950749382e-05,0.00536141798657322,612.826527297465,1304.57926183975,2406.16243149656,7526.074606585,6139.23226293723,4295.12039320204
"gene-ACX60_RS15135_rplT",5260.53143579544,-1.39672056466032,0.428845843063045,-3.25692923751855,0.00112624505671043,0.0635096626510613,1888.7358576928,3515.08787754151,3285.81560992403,3891.50416085093,10770.2755242879,8211.76958447544
"gene-ACX60_RS15770_tatB",89.8863900061463,2.26732751666449,0.766914710947793,2.95642720669996,0.00311225685898694,0.0993994248149014,367.545897644746,37.9178575711475,40.8727739471351,26.387786957947,29.6516157595212,36.9424081563805
"gene-ACX60_RS15995_infA",454.441593027162,-1.48787954534723,0.254790766332402,-5.83961329040523,5.23221271981542e-09,1.88830557058139e-05,234.029224622777,265.425002998033,216.80340963263,570.80949682717,663.791852798373,775.790571283991
"gene-ACX60_RS16420_rimP",482.824550358666,-0.816246508810577,0.272778594245045,-2.99234077024871,0.00276847045400417,0.0951562844619146,375.796928000037,285.92114222568,389.179891061852,499.97912130847,689.400066408868,656.670153147091
"gene-ACX60_RS16615_ACX60_RS16615",355.621493030133,1.03723480132066,0.341991276100748,3.03292766162579,0.00242193649780553,0.0890211867623457,510.063694690668,550.32133826233,371.409119780488,327.764090635553,175.887993482614,198.282721329144
"gene-ACX60_RS16665_rplJ",6778.10804326236,-1.55720376333802,0.48826221348673,-3.18927764697962,0.00142628816640932,0.0724996336981864,1869.23342230757,3804.08344065134,4643.50253582017,4845.63098401459,15883.831442089,9622.36643469152
"gene-ACX60_RS17045_ACX60_RS17045",896.165211973214,0.769232356424981,0.254342569284916,3.02439484899315,0.00249131057439649,0.0890211867623457,1058.38216648314,1373.24132825237,956.067494937334,676.360644658958,606.510322353843,706.429315153644
"gene-ACX60_RS17195_rrf",18.5811800305726,-3.68580257540514,0.995424435633801,-3.70274472221323,0.000213279462496023,0.0219921594328042,3.00037467465099,3.0744208841471,1.77707712813631,8.33298535514117,10.108505372564,85.1937167687959
"gene-ACX60_RS17235_ACX60_RS17235",494.738724270422,1.65714116202431,0.48327684717257,3.42896865786036,0.000605879490163408,0.0428748839215635,1342.66766690632,419.146047205387,490.473287365621,301.376303677606,170.496790617247,244.272249850353
"gene-ACX60_RS17610_ACX60_RS17610",936.459103603947,0.977076854936843,0.318081999338012,3.07177663926385,0.00212788886460576,0.0871408546546982,1567.69576750514,1227.71873973607,927.634260887153,802.744255878599,516.207674358937,576.753923257778
"gene-ACX60_RS17920_ACX60_RS17920",78.4559871622729,-1.89720715503075,0.462127888217026,-4.10537256764686,4.03663762580901e-05,0.00856954423032042,15.001873373255,35.8682436483828,51.5352367159529,94.4405006915999,144.21467664858,129.675391895866
"gene-ACX60_RS18000_rrf",18.5811800305726,-3.68580257540514,0.995424435633801,-3.70274472221323,0.000213279462496023,0.0219921594328042,3.00037467465099,3.0744208841471,1.77707712813631,8.33298535514117,10.108505372564,85.1937167687959
"gene-ACX60_RS18190_rpmH",140.91721871857,-1.25597139243164,0.382813630279866,-3.28089517479675,0.00103478194461862,0.0602343231956226,97.5121769261572,84.0341708333539,67.5289308691797,133.327765682259,290.451054371674,172.649213628799
"gene-ACX60_RS18205_ACX60_RS18205",920.768450896578,2.03787522113105,0.658858536921515,3.09303910768603,0.00198118025379374,0.0866095117546684,3393.42375703027,631.281088211537,417.613125112033,327.764090635553,394.905609888169,359.623034501908
"gene-ACX60_RS18350_ACX60_RS18350",96.9872656925807,2.37332592791288,0.779501888904331,3.04466988687972,0.00232935830848609,0.0890211867623457,399.799925397245,54.3147689532654,33.7644654345899,19.4436324953294,38.4123204157434,36.1884814593115
"gene-ACX60_RS18660_trbJ",402.150107970445,-1.2507143863604,0.359328410376036,-3.48069996761884,0.000500105356487262,0.0410200052627848,141.767703377259,255.176933384209,319.873883064536,541.644048084176,665.139653514714,489.298426397775
"gene-ACX60_RS18675_ACX60_RS18675",24.1636993734497,-1.57758700338046,0.456920101123839,-3.4526539749515,0.000555100568736341,0.0418589651060889,12.001498698604,12.2976835365884,12.4395398969542,29.1654487429941,45.1513239974528,33.9267013681046
"gene-ACX60_RS18750_ACX60_RS18750",9072.87164972613,1.24269619096345,0.385029224123105,3.22753732211799,0.00124860751456566,0.0662680076480508,17736.7148891993,12750.6482135194,7776.48951272449,7178.86688345412,4011.05493183341,4983.45546762603
"gene-ACX60_RS18755_ACX60_RS18755",3141.18264728823,1.20105325901987,0.287026044025747,4.184474837803,2.85826103159393e-05,0.00687697604201501,5013.62608134181,4718.21125020441,3399.54854612476,2324.90291408439,1564.79663167291,1826.01046030109
"gene-ACX60_RS18850_ACX60_RS18850",896.165211973214,0.769232356424981,0.254342569284916,3.02439484899315,0.00249131057439649,0.0890211867623457,1058.38216648314,1373.24132825237,956.067494937334,676.360644658958,606.510322353843,706.429315153644
"gene-ACX60_RS18920_ACX60_RS18920",661.981086215284,1.3040069251953,0.424207904393955,3.07398073371187,0.00211223072839275,0.0871408546546982,1514.43911703009,713.265645122126,597.0979150538,499.97912130847,283.712050789964,363.392667987253
"gene-ACX60_RS18965_ACX60_RS18965",1649.98903233069,1.54053029255867,0.505608188549953,3.04688556761076,0.00231225718227672,0.0890211867623457,4652.08093304636,1633.54229644349,1080.46289390688,947.182668701046,796.550223358047,790.115178528302
"gene-ACX60_RS18970_ACX60_RS18970",91.905246095826,1.55058858517092,0.505893104741503,3.06505182742751,0.00217632280300462,0.0872705444004851,251.28137900202,88.1333986788834,71.0830851254523,43.0537576682294,51.8903275791621,45.9895285212084
"gene-ACX60_RS18980_ACX60_RS18980",1215.66943778323,2.16316268648211,0.67258444720875,3.21619492609339,0.00129902565871405,0.067670449796565,4631.82840399247,790.126167225803,540.231446953438,455.536532747717,448.817638541844,427.476437238117
"gene-ACX60_RS18985_ACX60_RS18985",584.846412140784,2.15104547434186,0.669435003693228,3.21322527575446,0.00131253296917693,0.067670449796565,2205.27538586848,383.277803557005,275.446954861128,177.770354243012,248.669232165076,218.638742150007
"gene-ACX60_RS19455_ACX60_RS19455",34.4595229697854,2.30578356492444,0.631763156337767,3.64975947361461,0.00026248597725188,0.0256575352072938,114.7643313054,31.7690158028533,24.8790797939083,12.4994780327118,10.782405730735,12.0628271531038
"gene-ACX60_RS19590_ACX60_RS19590",170.818408203304,1.66733718812497,0.536194436999844,3.10957569320224,0.00187356272376234,0.0859418962739347,303.787935808413,361.756857367975,111.955859072587,129.161273004688,39.0862207739143,79.162303192244
"gene-ACX60_RS19800_ACX60_RS19800",897.235616591966,1.87045120465974,0.631172797975164,2.96345344834291,0.00304208071206612,0.0984400585891126,3136.14162867895,664.074910975773,426.498510752714,372.206679196306,390.188307380972,394.303662567082
"gene-ACX60_RS19905_ACX60_RS19905",123.823085226871,-1.36523820420057,0.376422606405165,-3.62687623158074,0.000286870713194888,0.0269059753287722,79.5099288782513,57.3891898374124,71.0830851254523,148.604905500018,257.429936821298,128.921465198797
"gene-ACX60_RS19915_ACX60_RS19915",127.712234197243,-1.57640759069106,0.487576491784284,-3.23314929504127,0.0012243356049349,0.0659496596747769,103.512926275459,37.9178575711475,49.7581595878166,168.048537995347,286.407652222648,120.628271531038
